 	li	vestono	i	genitori	</S>
a31	0.112268524	0.21234123	0.24444397	0.18253856	0.248407725
a46	0.0428317016667	0.26863408	0.29575251	0.174367143333	0.218414568333
a18	0.0190607715556	0.40270851	0.30680928	0.123495871778	0.147925552778
a35	0.0117538480852	0.528291936667	0.272982413333	0.0595517992593	0.127419964259
a15	0.0115734489284	0.535808338889	0.256435864444	0.0387017354198	0.15748060142
a39	0.0216770596428	0.504161506296	0.239841798148	0.0308238534733	0.203495803807
a31	0.0306122732143	0.565792245432	0.193462692716	0.0286771134911	0.181455711269
a11	0.0389597474048	0.589079691811	0.185718627572	0.0301677188304	0.15607424709
a20	0.0648067734683	0.560593263937	0.187296569191	0.0437877256101	0.143515685697
a31	0.104870877823	0.538019237979	0.191219673064	0.05998660987	0.105903601899
a39	0.113303275941	0.51201036266	0.210629011021	0.0711402729567	0.0929170872997
a20	0.14163490198	0.462020687553	0.200324953674	0.0886212059856	0.107398265767
a46	0.16528310066	0.409766102518	0.191234884558	0.105302845329	0.128413065256
a31	0.258333116887	0.321662854173	0.173071564853	0.11368187511	0.133250595085
a15	0.291827855629	0.256276038058	0.185278101618	0.127775151703	0.138842851695
a24	0.20499199521	0.261879196019	0.205544923873	0.154384737234	0.173199137232
a20	0.201902831737	0.22853787534	0.192404194624	0.171040262411	0.206114835744
a31	0.200295483912	0.233132425113	0.199889268208	0.164062000804	0.202620798581
a13	0.177621651304	0.263020968371	0.204676252736	0.160421160268	0.194259939527
a46	0.187913837101	0.246625856124	0.193027520912	0.172082030089	0.200350739842
a14	0.2016898557	0.227232665375	0.193954280304	0.177097993363	0.200025196614
a20	0.154427905233	0.260267585125	0.217931170101	0.175568657788	0.191804718871
a31	0.140975338411	0.259699045042	0.2241881667	0.175390855929	0.19974664629
</S>	0.163827114206	0.235065012521	0.21058432335	0.174651032965	0.215872558145
