 	avete	cucinato	le	verdure	</S>
a31	0.2657625	0.077470985	0.154411935	0.287304095	0.215050485
a46	0.270402086667	0.0363934413333	0.114001031667	0.411774058333	0.167429388333
a20	0.193533912222	0.0256874081111	0.102554603889	0.508190342778	0.170033726111
a31	0.138270634074	0.032208274037	0.0978064346297	0.546549837593	0.185164818704
a17	0.251739078025	0.0541430280123	0.0986668115432	0.431752895864	0.163698222901
a31	0.405911326008	0.0936905693374	0.0881801248477	0.256125275288	0.156092730967
a35	0.414129765336	0.107459753112	0.0770066259492	0.215382698429	0.186021133656
a31	0.366528571779	0.160875534371	0.0950038586497	0.196460839476	0.181131184552
a46	0.261031913926	0.18928345479	0.110951271217	0.217967846492	0.220765534851
a38	0.181400211309	0.192274661597	0.139129128739	0.237275802164	0.24992022495
a17	0.141594030436	0.205842257199	0.165700072913	0.222532424055	0.264331238317
</S>	0.121511490218	0.1812081486	0.164606636457	0.226553627028	0.306120119159
