 	ho	finito	di	scrivere	</S>
a38	0.1037273415	0.21298913	0.16972086	0.20154762	0.31201506
a31	0.1859928915	0.280086536667	0.13666442	0.144206784667	0.253049374333
a15	0.3376757905	0.359692778889	0.125164256667	0.064065362889	0.113401842111
a18	0.3486951235	0.391209132963	0.169729525556	0.028456378963	0.0619098677037
a31	0.3319590145	0.433295330988	0.170835747185	0.0152349240877	0.0486749889012
a37	0.2493344015	0.474317556996	0.215935921062	0.0225155484626	0.0378965439671
a31	0.132394643833	0.555137018999	0.226191995021	0.0455409034875	0.040735407989
a0	0.118143051278	0.554710629666	0.137940888007	0.0916495811625	0.0975558373297
a31	0.165339977093	0.430230906555	0.110814237669	0.150095687054	0.143519152443
a18	0.207223545698	0.365497775518	0.104180999223	0.184983655685	0.138113990814
a31	0.187310190566	0.280069528506	0.140561149741	0.243015258562	0.149043860271
a39	0.153616562189	0.186466299502	0.17349558658	0.278497209521	0.207924343424
a20	0.14589024073	0.138147189834	0.202782952193	0.26868001984	0.244499594475
a31	0.13638551691	0.111127843278	0.256321954064	0.267260139947	0.228904514825
a8	0.114289392303	0.091916854426	0.266972418021	0.257529149982	0.269292134942
a20	0.121959357434	0.098218648142	0.22980068934	0.278262233327	0.271759038314
a31	0.177300969145	0.132915206047	0.194904153113	0.288266004442	0.206613666105
</S>	0.205900784572	0.147749888024	0.189515756556	0.270510422221	0.186323163053
