 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.07571369	0.07269642	0.0606489425	0.0664682855	0.0824810845	0.093998035	0.09137598	0.110126675	0.114207555	0.116335475	0.11594788
a37	0.0826533733333	0.09094557	0.0887949041667	0.152132783833	0.0693691465	0.0645450536667	0.0709396613333	0.0801718703333	0.0962913823333	0.101216175	0.10294009
a31	0.0736241011111	0.09690669	0.118402314722	0.228194744611	0.106874392167	0.0932971465556	0.0607041584444	0.0345626307778	0.0538433624444	0.0660966416667	0.0674938453333
a20	0.0528563137037	0.08967408	0.138043834907	0.228212678204	0.165273570722	0.112047442185	0.0563804421481	0.0221621482593	0.0377294058148	0.0487647855556	0.0488553531111
a31	0.0542286819012	0.100842276667	0.156255281636	0.234611086068	0.168645806907	0.093304757395	0.057101776716	0.0206475450864	0.0318147892716	0.0420790501852	0.040468972037
a20	0.0694757499671	0.104434797222	0.163805377212	0.238064305356	0.156719582302	0.085389740465	0.0601381829053	0.0189128726955	0.0284136637572	0.0387595433951	0.0358862020123
a31	0.0826169036557	0.107185517407	0.176438659071	0.271829451785	0.133583776101	0.0637286214883	0.0509841516351	0.0218714625652	0.0289223552524	0.032989194465	0.0298499453374
a11	0.100467812885	0.0996731191357	0.159794766357	0.260410293928	0.127745094034	0.0582751721628	0.0542100938784	0.0300417901884	0.0353931617508	0.0407418014883	0.0332469301125
a31	0.113125357628	0.0921783150452	0.146582428786	0.248850524643	0.119789351345	0.0538571723876	0.0589601296261	0.0383916890628	0.0475935872503	0.0432239411628	0.0374475243708
a20	0.122158769209	0.0843109703484	0.143456756262	0.265208781548	0.0994703604483	0.0469150907959	0.054502473542	0.0406520610209	0.0552286480834	0.0453966897209	0.0426993991236
a31	0.122487829736	0.0818528067828	0.140587712087	0.260726033849	0.0945616268161	0.047906620932	0.0571633998473	0.039984479007	0.0630104316945	0.043084383907	0.0486346473745
