 	viene	fabbricato	</S>
a31	0.36963506	0.19946812	0.4308968
a24	0.545013323333	0.096166505	0.358820176667
a31	0.748738711111	0.0555071356667	0.195754188889
a18	0.84226782037	0.0357712344556	0.12196097763
a31	0.89150990679	0.0208227543852	0.0876673405433
a37	0.888104292263	0.0213457037951	0.0905499968478
a31	0.848632454088	0.0223441765984	0.129023368949
a20	0.800454268029	0.0394910778661	0.160054672983
a41	0.71438450601	0.072228540622	0.213386994328
a31	0.61795876867	0.136497664874	0.245543578109
a35	0.566180636223	0.214076254958	0.219743096036
</S>	0.539309138112	0.243739962479	0.216950898018
