 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.11214466	0.144781025	0.119398985	0.198887505	0.14192342	0.1554992	0.127365215
a31	0.05426173	0.10279326	0.104279443667	0.301219645	0.11816389	0.16564548	0.153636528333
a37	0.0341047256667	0.0520842516667	0.111235639889	0.431286741667	0.0843020066667	0.14340939	0.143577189444
a31	0.0316778408889	0.0272974585556	0.136928143296	0.515938947222	0.0789157822222	0.110660116667	0.0985816578147
a13	0.049315606963	0.0375627708519	0.162942831099	0.512447792407	0.0590187047407	0.085333153889	0.0933791056049
a31	0.0638473356543	0.0504968129506	0.236270667033	0.397605847469	0.0528647889136	0.0882959716297	0.110618523535
a43	0.130952851885	0.11276783365	0.238313749011	0.22645087249	0.0772296996379	0.0959819158766	0.118303027845
a31	0.245173133962	0.18688501455	0.15859737967	0.135599472497	0.0934411298793	0.0874331852922	0.0928706692817
a20	0.330107687987	0.202905238183	0.143373903223	0.109526272499	0.0837907989598	0.0663784864307	0.0639176197606
a31	0.377898995996	0.183286559394	0.146144434408	0.091328515833	0.0894019086533	0.0484398394769	0.0634997265869
a11	0.436732631999	0.146108629798	0.149482021469	0.078711383611	0.0870295915511	0.0389197064923	0.0630159988623
a31	0.465715710666	0.143531479933	0.15909706049	0.0773129912037	0.0676197238504	0.0301407751641	0.0565822696208
a30	0.426870836889	0.137227913311	0.203815380163	0.0887095304012	0.0616961736168	0.0308683877214	0.0508118155403
a31	0.41238168563	0.12602185777	0.225500436721	0.0992622718004	0.0586861975389	0.0339874395738	0.0441601198468
a42	0.366276841877	0.16538775259	0.165795540907	0.1073486076	0.073992424513	0.0565992085246	0.0645996022823
a20	0.290677983959	0.19838815753	0.137383705636	0.133310674533	0.086217358171	0.0754111648415	0.0786109607608
a31	0.243100834653	0.175455469177	0.155678518545	0.178950848178	0.092741896057	0.0772343369472	0.0768381152536
a20	0.217157811551	0.160409269726	0.158068049515	0.196460916059	0.0990779686857	0.0843951743157	0.0844308267512
</S>	0.214169390776	0.165651679863	0.147494249758	0.19423198803	0.0996193643429	0.0894486121578	0.0893847483756
