 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.091148793	0.08556495365	0.18409839	0.3055744	0.194719605	0.138893805
a31	0.049785103	0.0302781349167	0.22364014	0.42168289	0.179336913	0.0952767933333
a8	0.0717588376667	0.0129331397722	0.193084388333	0.43196234	0.229123829	0.0611374961111
a31	0.193387252556	0.0081253424574	0.118471517778	0.34740564	0.290722936333	0.0418873437037
a15	0.215651659185	0.00505637221913	0.188430892593	0.328896163333	0.223030668778	0.0389342495679
a13	0.125751594728	0.00470431560638	0.280478114198	0.299074787778	0.218443539593	0.0715476231893
a24	0.076736481576	0.00793787800213	0.233289108066	0.257991625926	0.303391593198	0.120653261063
a31	0.113086707192	0.0110256750007	0.143747539355	0.269513321975	0.342491767733	0.120134947021
a18	0.140931455731	0.0107895671669	0.088095031785	0.282434980658	0.378053769244	0.0996951823403
a31	0.183875738577	0.016268161889	0.0713691392617	0.261180650219	0.356309696415	0.11099661078
a20	0.222501179526	0.019862350963	0.0600438064206	0.26117720674	0.308749212138	0.127666223593
a11	0.164731546509	0.0249372206543	0.0563012988069	0.27718289558	0.302841964046	0.174005077864
a8	0.144493108836	0.0786702128848	0.0968367829356	0.219207575193	0.249309524682	0.211482809288
a31	0.127678749612	0.123136629295	0.140855767645	0.174584478398	0.229657491561	0.204086879763
a8	0.109232007871	0.114044711432	0.167642819215	0.161777729466	0.238064943854	0.209237776588
a31	0.101163868957	0.129883413811	0.160039379738	0.139580181155	0.229933907951	0.239399222196
</S>	0.100713426978	0.153881006905	0.140162174869	0.116314447578	0.230789953976	0.258138961098
