 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a31	0.086678467	0.040536442	0.033841120315	0.04019903626	0.08206231015	0.0625492215	0.0625580885	0.03147238935	0.069521718	0.057346165	0.3737983	0.059436671
a18	0.162317715667	0.0949175263333	0.0135847529817	0.0138490475933	0.0278559043433	0.0220961297333	0.0266045285	0.01246760845	0.0847109013333	0.0572833836667	0.417098833333	0.0672136206667
a31	0.219131911889	0.226123438778	0.0132924836606	0.00721459029777	0.0097398920411	0.00798294117777	0.0124919545	0.00608835481667	0.131139193778	0.0776740445556	0.216189854444	0.0729313485556
a20	0.21892954063	0.256824979593	0.0149661752202	0.00607818936592	0.00653457808037	0.00462506755926	0.00946737183333	0.00500842493889	0.144004554593	0.0827580948519	0.178880394815	0.0719226661852
a15	0.244240356877	0.200402886531	0.00993487320673	0.00454616302197	0.00791124002679	0.00570209155309	0.0103101109444	0.00541231727963	0.111332686864	0.0697828049506	0.250837831605	0.0795866620617
a31	0.248331028959	0.17442183551	0.00574555686891	0.00453521974066	0.0138900113423	0.0078417424177	0.0143932719815	0.00569277095988	0.113489000955	0.0705948099835	0.250116760535	0.0909479906872
a20	0.178099820986	0.16992968517	0.00834532628964	0.00763534891355	0.0300016434474	0.0146499658059	0.0294868263272	0.00573582008663	0.148059000318	0.110406708328	0.197247663512	0.100402188896
a11	0.126050941662	0.16362348839	0.0122926087632	0.0121897489712	0.0423580504825	0.020625008602	0.0401853311091	0.00451013296221	0.164990896773	0.144619532776	0.170146551171	0.0984077149653
a0	0.0992315338873	0.12511138613	0.0123860709211	0.0124717439904	0.0346399188275	0.024438306534	0.0468434443697	0.0029757623874	0.191798012258	0.202917494259	0.134036317057	0.113150018322
a41	0.0557411946291	0.0769667353767	0.0110373936404	0.0105228869968	0.0211439652758	0.028107991178	0.0448669427899	0.00177450716247	0.235352210753	0.30003496142	0.0712640033523	0.143187216107
a20	0.0381123138764	0.0576515061256	0.0098767350468	0.0112289556656	0.0198086890919	0.0323343493927	0.03421540593	0.00147601755416	0.253041593584	0.373569383807	0.0344756096841	0.134209423702
a31	0.0396197636255	0.0691827280419	0.00950687118227	0.0116524828885	0.0193389766973	0.0366858404642	0.0313478989767	0.00161267101805	0.244473894528	0.418822867936	0.0190450314614	0.098710971234
a30	0.0558572995418	0.125429817681	0.00994797739409	0.0127537306295	0.0236383812324	0.0400602458214	0.0318113356589	0.00231400203935	0.209201624843	0.409422332645	0.0134610152871	0.0661022397447
a31	0.0766054735139	0.137435947894	0.0118544821314	0.0139702708765	0.0245462647441	0.0382270616071	0.034086233553	0.00247293737978	0.173361554948	0.437535100882	0.0117063588957	0.0381982692482
a20	0.101366183171	0.106491834631	0.0125844683771	0.0136138699588	0.0168671025814	0.0317896932024	0.0310365141843	0.00211080392659	0.143899831649	0.503598400294	0.0138437806319	0.0227974900827
a31	0.127978267724	0.0950106015437	0.0173639691257	0.0149313476529	0.0145730385271	0.0255313900675	0.0261220320614	0.0029261666422	0.116339297216	0.527958866765	0.013259822544	0.0180052096942
a37	0.154411515908	0.0760770555146	0.0220646107086	0.019922157551	0.0155680028424	0.0246981526892	0.0280130326871	0.0041023606474	0.103315065739	0.523274965588	0.0127695925147	0.0157834848981
