 	sta	seduta	nel	giardino	</S>
a20	0.1040868375	0.115481825	0.205694775	0.229974345	0.34476215
a17	0.123141290833	0.134478411667	0.265179181667	0.176559332667	0.300641755
a20	0.158751934944	0.246898893889	0.264515707222	0.113407096556	0.21642637
a31	0.109137886315	0.288215671296	0.255721839074	0.129921660185	0.21700295
a17	0.110220112105	0.296758737099	0.282216746358	0.144398013395	0.166406403333
a31	0.150241627368	0.359803479033	0.228067452119	0.138194384465	0.123693081111
a46	0.201841492456	0.384430619678	0.154248967373	0.148049691488	0.111429263704
a31	0.230797747485	0.315412879893	0.144486962458	0.190450520496	0.118851917901
a20	0.259999745828	0.253161196631	0.158526997486	0.189197406832	0.1391146693
a31	0.289794758609	0.197723588877	0.154315689162	0.202758152277	0.1554077731
a20	0.304956596203	0.152784469626	0.167258433054	0.213022450759	0.161977984367
a18	0.348401812068	0.134242399875	0.172719534351	0.172346000253	0.172290211456
a46	0.333826490689	0.102764666625	0.198124724784	0.172937196751	0.192346900485
a20	0.364283923563	0.0950135722083	0.184351984928	0.184699355584	0.171651170162
a31	0.470041317854	0.133653930736	0.133636008309	0.152521948528	0.110146790054
a18	0.536155962618	0.160279873579	0.111513166103	0.105926479509	0.086124510018
a31	0.496957387539	0.178780284526	0.111171638701	0.119930236503	0.093160450006
a0	0.444265622513	0.182952411509	0.1213727229	0.140537812168	0.110871410002
a31	0.428542800838	0.17698774717	0.125936987633	0.149214660723	0.119317796667
a8	0.364228700279	0.187348489057	0.143332972544	0.167996370241	0.137093462222
a31	0.34064406676	0.194851296352	0.148330360848	0.174419043414	0.141755220741
a18	0.43962938892	0.182719642117	0.119919681616	0.145129632471	0.112601675247
a31	0.480564506307	0.171496457372	0.113050958539	0.12805013549	0.106837996749
a17	0.406703738769	0.180173042457	0.134301062846	0.148613385163	0.13020883225
</S>	0.383004559385	0.174735251229	0.145931456423	0.153261762581	0.143067031125
