 	l	ho	sentito	che	viene	</S>
a34	0.32770418	0.067900608	0.043782618	0.07341248	0.32567899	0.161521095
a46	0.435774416667	0.191343598	0.0489230446667	0.0594046373333	0.183683403333	0.0808708679
a41	0.335265128889	0.241064222667	0.0522640075556	0.0471925224444	0.276259867778	0.0479542388667
a19	0.235582592963	0.157543877556	0.0428784635185	0.0839887868148	0.413754395926	0.0662518796222
a31	0.257983714321	0.127293252519	0.0373851558395	0.128386035605	0.349813995309	0.0991378598741
a20	0.259479714774	0.102098849506	0.0419836582798	0.142516145202	0.327441255103	0.126480393291
a31	0.206019441591	0.079606538502	0.0470197510933	0.146962868401	0.356365151701	0.164026251097
a24	0.15770510053	0.095542072834	0.0564987953644	0.1253886208	0.413715140567	0.151150263699
a31	0.10376406351	0.096683030278	0.0679674504548	0.0879507966	0.462518053522	0.181116561233
a23	0.08501149117	0.053330884426	0.0756578141516	0.0773997805333	0.490005887841	0.218594087078
a20	0.0711218420567	0.043840327142	0.104609233384	0.0766807451778	0.493665982614	0.210081829026
</S>	0.0590893385283	0.046180639571	0.119177846692	0.0659583450889	0.472765941307	0.236827854513
