 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.246382465	0.129190815	0.157657155	0.13168125	0.10044753	0.0946986975	0.13994209
a31	0.468366568333	0.115663451667	0.124553548333	0.103279178667	0.062198349	0.0472334348333	0.07870547
a11	0.480294119444	0.142646027222	0.181890929444	0.0822257382223	0.0457297913333	0.0319089946111	0.035304404
a21	0.299667343148	0.256633949074	0.253046546481	0.0786796967408	0.0478289791111	0.036760395537	0.0273831153333
a31	0.232670967716	0.345981166358	0.238343095494	0.0842895695803	0.039158405037	0.034702425179	0.0248543907778
a20	0.217968265905	0.324359038786	0.231819471831	0.122767453193	0.0480064643457	0.0296094800597	0.0254697992593
a31	0.231058885302	0.221159542929	0.289884633944	0.141662904398	0.0522379581152	0.0348480346866	0.0291480120864
a10	0.219183411767	0.13434646431	0.435810291315	0.117044949466	0.0318822658717	0.0373482478955	0.0243843360288
a31	0.227347710589	0.09251591077	0.483198303772	0.0783665471553	0.0225629031239	0.0666593842985	0.0293491740096
a21	0.28870583353	0.105285206257	0.409873371257	0.0626912283851	0.0230284733746	0.0803316247662	0.0300841996699
a11	0.263877132843	0.120700637086	0.309326027086	0.132345719462	0.0596016487915	0.0814049682554	0.03274383689
a3	0.145916309281	0.079831085362	0.215216485695	0.173821149821	0.123307839597	0.142752549418	0.11915457663
a33	0.0894978230937	0.0578979721207	0.134764398565	0.120589426607	0.140201396532	0.185932629806	0.271116348877
</S>	0.0744469465468	0.0583002445604	0.103859769283	0.0944530883035	0.130545788266	0.190191719903	0.348202439438
