 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
a31	0.0456211575	0.0534418925	0.24761168	0.120672393	0.09745305	0.133294547	0.0833922775	0.1017652	0.116747833
a1	0.0516512308333	0.0440962195	0.463866283333	0.062148477	0.0682470986667	0.0669384003333	0.0646798308333	0.07699112	0.101381347667
a20	0.0989513702778	0.0465032405	0.609556294444	0.0439731046667	0.0388103462222	0.0300905437778	0.0338092466111	0.0410143973333	0.0572914565557
a31	0.126437360093	0.0415412865	0.631902931481	0.0339823232222	0.0437904820741	0.0178203782593	0.018838548537	0.0368652564444	0.0488214261852
a13	0.117948683364	0.0393714845	0.595513010494	0.0340965357407	0.0748368540247	0.0139996994198	0.0170937915123	0.0432796088148	0.0638603053951
a17	0.128852727788	0.0536519145	0.513722710165	0.0475911732469	0.104107701342	0.0150882218066	0.0197803801708	0.0424869009383	0.0747182717984
a29	0.119170964929	0.0600071301667	0.392812076722	0.0597918394156	0.168451443781	0.0208641702689	0.0219750620569	0.0485157116461	0.108411633933
a18	0.0792598239763	0.0519701300556	0.276114435574	0.0805776548052	0.21986648126	0.0272260867563	0.0252210676856	0.0683742272154	0.171390104644
a31	0.0699480513254	0.0400846570185	0.215148761858	0.0930989682684	0.261547847087	0.0273307032521	0.0248653352285	0.0772519324051	0.190723738215
a13	0.0615417827751	0.0269379626728	0.197214160619	0.112454186089	0.244097509029	0.0353362164174	0.0307569567428	0.084382994135	0.207278216072
a18	0.0496026632584	0.0234008172243	0.18097568354	0.115660965363	0.14865559801	0.0454590121391	0.0419280502476	0.111679598045	0.282637595357
a31	0.0433935184195	0.0253765670748	0.16310926118	0.0965410384543	0.104366094337	0.0349004473797	0.0433272004159	0.143945669348	0.345040191786
a3	0.0303125951398	0.0211620913583	0.149551595727	0.0786428594848	0.102755344779	0.0356687471266	0.0549475791386	0.182514006449	0.344445147262
a31	0.0336528473799	0.0389883291194	0.137406037242	0.0836538398283	0.094390876593	0.0414369873755	0.0611323097129	0.175923035483	0.333415702421
a46	0.03559049396	0.0482255070398	0.111777279081	0.0780352826094	0.0812292038643	0.0459064444585	0.0664090632376	0.203157825161	0.329668887474
a31	0.0296550114867	0.0544591883466	0.131277343027	0.0860046568698	0.0899228812881	0.0523464174862	0.0707174410792	0.208849800054	0.276767242491
a20	0.0411643084956	0.0797088944489	0.179458041009	0.115373290623	0.0758462604294	0.0419891021621	0.0559446136931	0.162438715018	0.248076767497
a17	0.0440524021652	0.076215966483	0.14466455567	0.108246539874	0.0830819718098	0.0446371507207	0.0611897958977	0.206697255006	0.231214389166
a20	0.0488213180551	0.090060762161	0.149238677223	0.115095977958	0.0948778776033	0.0513863625736	0.0693545232992	0.203554091669	0.177610416389
a31	0.061290672685	0.123475704054	0.195334185741	0.124746235986	0.0826739845344	0.0471423638579	0.0625199197664	0.146298847223	0.156518058796
a8	0.0711780825617	0.118629231351	0.170426291914	0.154978775329	0.0825141381781	0.052465498286	0.0555280732555	0.134418072408	0.159861812932
a31	0.0661357268539	0.0901042937837	0.149854920638	0.162316128443	0.102006286059	0.0742080060953	0.0687083924185	0.135208010803	0.151458224311
a1	0.0532344119513	0.0952495612612	0.254982976879	0.111018061481	0.087758215353	0.0733010060318	0.0794806208062	0.113808196934	0.131166963104
a46	0.0562064226504	0.108348403754	0.273200392293	0.116828112494	0.0653124417843	0.0693832410106	0.0664447059354	0.107852772311	0.136423539368
a31	0.0588330168835	0.0881511092513	0.170078080764	0.143650467498	0.0967724805948	0.0968042803369	0.0795232309785	0.123639727437	0.142547619789
a17	0.0576203549612	0.0803769444171	0.141813970255	0.146949849166	0.110404793532	0.112531496779	0.0868324823262	0.122980454146	0.140489636596
a23	0.0583583593204	0.0789976164724	0.125090596752	0.153959353055	0.113419161177	0.122858968926	0.0806997577754	0.125466129715	0.141150042199
a8	0.0568952974401	0.0669150678241	0.0936296142507	0.153948474352	0.131974403726	0.140477312975	0.0889318875918	0.135313626572	0.131914312733
a31	0.0554588791467	0.0606070952747	0.0755448467502	0.150900294784	0.139825874575	0.144945710992	0.103750025864	0.138885328857	0.130081946244
a8	0.0564808403822	0.0593366470916	0.0682178955834	0.153961338261	0.142562338192	0.151343900331	0.105378515288	0.139166576286	0.123551952081
a23	0.0567143841274	0.0593858166972	0.0664736111945	0.154838316087	0.141953719397	0.15319905011	0.106745525096	0.139124375429	0.12156518736
a8	0.0560433567091	0.0581145498991	0.0633907263982	0.153008178696	0.143245043132	0.15223246337	0.109527645032	0.140906928476	0.123531124453
a23	0.0559020502364	0.0572845612997	0.0611454871327	0.152860069565	0.144195327711	0.152523714457	0.109858738344	0.141997679492	0.124232410151
a8	0.0584984960788	0.0593428664332	0.0667444007109	0.157102793188	0.140555325904	0.157149268152	0.106202574448	0.137141476497	0.11726280005
a31	0.0600875496929	0.0598410954777	0.070361965237	0.158750951063	0.139437441968	0.159023489384	0.102949889816	0.135635578832	0.113912030017
a28	0.0532928168976	0.0507187788259	0.123188830079	0.130756527021	0.122159890656	0.131087166461	0.135249663272	0.131437116277	0.122109193339
a24	0.0545785249659	0.0528174196086	0.15634815136	0.129359819007	0.099331403552	0.132106165487	0.150417121091	0.115554716759	0.109486651113
a8	0.063431228322	0.0636694948695	0.118367588453	0.158580916336	0.106249371184	0.162340788496	0.121596530364	0.111396301586	0.0943677637043
a31	0.0630946474407	0.0620363162898	0.0922591428177	0.159297385445	0.125265640395	0.160923996165	0.108698333455	0.123555565195	0.104868944568
a20	0.0572104438136	0.0541892880966	0.0802304342726	0.143145628482	0.139195996798	0.143213912055	0.130116364485	0.130701358398	0.121996541523
a31	0.0550151989379	0.0521776863655	0.0731010507575	0.140780759494	0.145166258933	0.140503564018	0.133515148162	0.134919279466	0.124821030508
a17	0.055334899646	0.0544743577885	0.0630997195858	0.148400319831	0.146246962978	0.148462844673	0.117670496054	0.141687336489	0.124623048503
</S>	0.056024538323	0.0555990288943	0.0602962747929	0.152082649915	0.147650976489	0.152150287336	0.109011588027	0.143811393244	0.123373256752
