 	forse	sono	usciti	</S>
a23	0.37690994	0.179161245	0.189861323	0.254067525
a31	0.522009	0.210369591667	0.098163844	0.169457601667
a23	0.630544133333	0.205661567222	0.0537367696667	0.110057550556
a31	0.702114011111	0.175528195741	0.0423256438889	0.0800321721853
a10	0.729287223704	0.13418814858	0.0472841226296	0.0892405460618
a37	0.781838304568	0.0824880315267	0.0428728945432	0.0928007786873
a31	0.766478124856	0.0758623691756	0.0608811171811	0.0967783995624
a37	0.709071974952	0.0952133130585	0.081391265727	0.114323473187
a31	0.593681824984	0.0998965143528	0.149818801909	0.156602847729
a39	0.391451268328	0.113907541451	0.250444667303	0.244196489243
a31	0.269858786109	0.155212103817	0.307900902434	0.267028196414
</S>	0.256755468055	0.177916201908	0.329479871217	0.235848463207
