 	che	consuma	poco	benzina	</S>
a31	0.55608567	0.108328566	0.1039826755	0.1128229525	0.118780107
a41	0.804773456667	0.0506377363333	0.0450959128333	0.0397437935167	0.0597490993333
a31	0.873436072222	0.0369595604444	0.0261213106111	0.0137038830722	0.0497791621111
a28	0.895060224074	0.0319723448148	0.0165576038704	0.00539585457407	0.0510139293704
a24	0.920132674691	0.0262766229383	0.0129027046235	0.00564842252469	0.0350395197901
a31	0.89434500823	0.0342255456461	0.0172350362078	0.0132262818416	0.0409680702634
a11	0.779450642743	0.076700011882	0.0603699714026	0.0267514859472	0.0567278770878
a31	0.574661704248	0.182731410627	0.119676813801	0.0655381013157	0.0573919870293
a46	0.377185728083	0.264191956876	0.139903287934	0.142973527105	0.0757454690098
a31	0.214512306028	0.348185832292	0.137988462645	0.199344315702	0.0999690430033
</S>	0.131955258014	0.421075086146	0.136589601323	0.208945792851	0.101434241502
