 	avete	cucinato	le	verdure	</S>
a39	0.14813356	0.077448904	0.171926825	0.32537689	0.277113855
a31	0.349306573333	0.0392440586667	0.120712545	0.299949573333	0.190787283
a35	0.465799587778	0.0347523488889	0.0901882983333	0.269600821111	0.139658962333
a31	0.283754459259	0.0428485442963	0.0878307161111	0.39893693037	0.186629360778
a20	0.255654199753	0.0518919780988	0.0966243537037	0.407238790123	0.188590663593
a31	0.263238073251	0.0537188843663	0.0903352975679	0.415890096708	0.176817671198
a20	0.25451487775	0.0694155764554	0.0954593371893	0.399821245569	0.180789017066
a39	0.312636505917	0.105457428818	0.114355619063	0.265347701856	0.202202785689
a28	0.303206901972	0.142485342939	0.130026906354	0.205885573952	0.21839530523
a31	0.250814513991	0.211991497646	0.153474538785	0.188265601317	0.195453881743
</S>	0.215112776996	0.262202148823	0.159458284392	0.183304915658	0.179921910872
