 	avete	cucinato	le	verdure	</S>
a20	0.122460157	0.080090623	0.182544905	0.347190325	0.267713975
a31	0.264121057	0.0425185603333	0.151092225	0.355405635	0.186862525
a37	0.337900652333	0.0383635741111	0.124442061667	0.380874315	0.118419401667
a10	0.185137874111	0.0373465753704	0.113867380556	0.501217128333	0.162431047222
a20	0.096871164037	0.0287825197901	0.114937050185	0.562139776111	0.197269499074
a28	0.0995662373457	0.05213951393	0.108284262062	0.526191678704	0.213818329691
a20	0.106496775782	0.0842490579767	0.101515702687	0.435056702901	0.272681789897
a33	0.163443635261	0.130730415992	0.104880010896	0.324731697634	0.276214286632
a8	0.198307105087	0.177126475331	0.134638273632	0.229615695878	0.260312492211
</S>	0.162140022544	0.182763887666	0.160106896816	0.221382882939	0.273606326106
