 	devo	pulire	l	albero	</S>
a39	0.17226878	0.17623496	0.20899352	0.220099735	0.22240298
a31	0.187492896667	0.176324123333	0.168568548333	0.272068055	0.19554634
a35	0.196234552222	0.190769651111	0.111897794444	0.374410761667	0.126687203333
a31	0.153780270741	0.154941823704	0.120624771481	0.465303453889	0.105349654444
a20	0.110506604914	0.111120694568	0.242254453827	0.399629421296	0.136488811481
a31	0.069435978638	0.106610179523	0.376065191276	0.299172810432	0.14871584716
a37	0.0568576252127	0.0813165371743	0.409073680425	0.298160123477	0.154592042387
a1	0.0473983234042	0.0508085580581	0.394536626808	0.337495194492	0.169761317462
a20	0.0489690484681	0.0351725440194	0.353567725603	0.390292551497	0.171998165821
a31	0.0581287068227	0.0292693990065	0.326912635201	0.404398790499	0.18129049194
a39	0.0590582662742	0.0281447680022	0.2759739784	0.447575216833	0.189247767313
a10	0.103608184425	0.0445692550007	0.241494739467	0.423986138944	0.186341655771
a29	0.140709601475	0.0559816796669	0.221380436489	0.344021392981	0.237906855257
a46	0.181231053825	0.050495421889	0.159593907163	0.275242290994	0.333437315086
a31	0.285563457942	0.069580317963	0.154570844054	0.180338326998	0.309947045029
a20	0.301648962647	0.089338699321	0.190767718018	0.184481808999	0.233762801676
a13	0.277126230882	0.092647153107	0.193542786006	0.203263076333	0.233420743892
a20	0.273920930294	0.0967336610357	0.200842058669	0.188427508778	0.240075821297
a31	0.294506120098	0.0944838156786	0.21006903289	0.181121292926	0.219819750432
a11	0.323632553366	0.0960451672262	0.18276678763	0.170409340975	0.227146163477
a17	0.293447687789	0.122986379075	0.18073965921	0.167577136992	0.235249101159
a20	0.283979689263	0.134252786358	0.195810969737	0.157406078997	0.228550427053
</S>	0.297826114631	0.123364403179	0.198196304868	0.147245824498	0.233367318527
