 	possono	essere	ancora	svegli	</S>
a31	0.1051504255	0.14932269	0.236791705	0.19289553	0.315839685
a20	0.0430438335	0.14568553	0.212193088333	0.17991864	0.419158938333
a23	0.0214774695	0.167851603333	0.141844059444	0.184867943333	0.483958932778
a31	0.0176780948333	0.264036074444	0.171640823148	0.170422941111	0.376222057593
a20	0.0255988696111	0.306524364815	0.252308987716	0.128671967037	0.286895805864
a11	0.041361082537	0.232158884938	0.301014162572	0.102158392346	0.323307481955
a20	0.0672795735123	0.185918724979	0.348824114191	0.0697192141153	0.328258393985
a31	0.110356547837	0.157720304993	0.366229718064	0.0410713207051	0.324622114662
a37	0.153344955946	0.146046114998	0.421355392688	0.0287825209017	0.250471001554
a31	0.216998508649	0.194352074999	0.369645080896	0.0407142349672	0.178290063851
a11	0.36888966955	0.194068183666	0.240045450299	0.0464105093224	0.150586124617
a46	0.428898163183	0.130287639889	0.2466121001	0.0514348774408	0.142767194872
a31	0.323013004394	0.17398817663	0.2467984667	0.0998240724803	0.156376298291
a46	0.264684004798	0.192820438877	0.237240845567	0.130318075827	0.174936676097
a31	0.259631844933	0.182789379626	0.209732218522	0.159975823609	0.187870788699
a20	0.306591998311	0.192451903209	0.168889509507	0.17194716787	0.160119459566
a28	0.34938353277	0.175813164403	0.168753436502	0.156230342623	0.149819513189
</S>	0.338511966385	0.173374157202	0.168794448251	0.162023961311	0.157295421594
