 	non	ha	da	mangiare	</S>
a31	0.337210105	0.151288045	0.109449361	0.141927135	0.260125355
a20	0.534123861667	0.112317471667	0.0461988171	0.092819317	0.214540535
a31	0.704765420556	0.096058293889	0.0194594623333	0.0611554256667	0.118561395
a41	0.690793540185	0.138244567963	0.0118087489778	0.0425908672222	0.116562258333
a10	0.447721686728	0.177038415988	0.0280546583259	0.0690527697407	0.278132432778
a31	0.272108018909	0.262066421996	0.059575990442	0.0940276199136	0.312221930926
a15	0.294899989636	0.343997940665	0.0761707421473	0.0913376933045	0.193593630309
a31	0.291414689879	0.285847766888	0.102069669382	0.119082814435	0.201585030103
a39	0.27913616996	0.211271585629	0.120569734794	0.144135054812	0.244887420034
a37	0.24465523332	0.175885678543	0.144937429931	0.149711778271	0.284809870011
</S>	0.19864346166	0.156171099271	0.174765654966	0.153776724135	0.316643065005
