 	non	mi	aspetti	non	vengo	</S>
a33	0.18661239	0.191425695	0.178193115	0.13742255	0.116422368	0.1899238725
a31	0.1711853	0.199037318333	0.251410448333	0.16432749	0.0860944646667	0.1279449925
a37	0.143512246667	0.247317742778	0.271591349444	0.190974313333	0.0623742788889	0.0842301255
a35	0.168433412222	0.340125357593	0.225873459815	0.170395297778	0.046645151963	0.0485273831667
a31	0.207226870741	0.379043829198	0.192722723272	0.145884122593	0.0362054779877	0.0389170333889
a7	0.16068157268	0.270936426399	0.295074767757	0.204049357531	0.0356756403292	0.033582298463
a18	0.05811986046	0.100502771133	0.526589472586	0.24086161251	0.0355033757764	0.038422937821
a24	0.0262671849533	0.0439040093777	0.557372900862	0.199692817503	0.0439600922588	0.12880298594
a31	0.0292356893178	0.0458262764592	0.389541966954	0.170671567501	0.0950348307529	0.269689658647
a20	0.0536765781059	0.0747177688197	0.316437688985	0.135569110834	0.123967598584	0.295631242882
a8	0.066946907702	0.0772176552732	0.286138872995	0.127469810278	0.159147164528	0.283079580961
a31	0.0587750025673	0.0586166797577	0.235955090998	0.139896846759	0.221460241509	0.28529615032
</S>	0.0528164962836	0.0523695633789	0.229658795499	0.15125163838	0.242198805755	0.27170472516
