 	vuole	pianto	</S>
a39	0.303743825	0.305709575	0.39054658
a31	0.393787578333	0.342236398333	0.263976013333
a41	0.384190712778	0.408362119444	0.207447184444
a31	0.353217614259	0.449586786481	0.197195638148
a37	0.39705012142	0.410866678827	0.192083242716
a11	0.401456600473	0.396012442942	0.202530970905
a39	0.397225620158	0.342094464314	0.260679913635
a31	0.366305800053	0.347394811438	0.286299404545
a46	0.317160150018	0.381632403813	0.301207458182
a31	0.310001800006	0.371524101271	0.318474116061
</S>	0.299806500003	0.382360060635	0.31783346803
