 	è	che	è	entrato	da	qui	</S>
a31	0.082964635	0.0799013675	0.083568008	0.0708729215	0.167807305	0.15909879	0.355787
a7	0.045805431	0.0606906675	0.272327594667	0.0285791292333	0.165822418333	0.09780348	0.328971290667
a18	0.038634353	0.1141938325	0.451504268222	0.0135053478111	0.136718959444	0.0725740866667	0.172869147556
a31	0.0331351286667	0.141456742167	0.492167239407	0.0082523518037	0.141118976481	0.0640140198889	0.119855533519
a46	0.0263748948889	0.154282758722	0.507538263136	0.0170788151346	0.132269930494	0.053349760963	0.10910556884
a31	0.043140783963	0.207423432907	0.356445741045	0.0602793373782	0.103335168498	0.056856350321	0.172519192947
a39	0.0517405916543	0.223207860969	0.340018427015	0.0732408924594	0.103076407499	0.0503405734403	0.158375239649
a28	0.0872927728848	0.209393780323	0.328527125672	0.0644986508198	0.1154651605	0.0790270844801	0.11579541855
a31	0.121261617628	0.168423163441	0.208401371891	0.17810600694	0.119888366833	0.0950552948267	0.108864179517
</S>	0.116343383814	0.137618011721	0.176896520946	0.28174821847	0.117379058417	0.0783083424133	0.0917064497585
