 	venne	scritto	</S>
a31	0.562604015	0.138879385	0.2985166175
a28	0.775786881667	0.089155655	0.135057452167
a8	0.870521470556	0.060146805	0.0693316980557
a31	0.885738456852	0.058794495	0.0554670570186
a20	0.888509685617	0.056624319	0.0548660530062
a31	0.879329481872	0.0501160136667	0.0705545633354
a13	0.861269467291	0.0549556898889	0.0837748611118
a29	0.798875189097	0.0905355252963	0.110589280371
a39	0.662933796366	0.165781498432	0.17128470679
a31	0.526741285455	0.255129732811	0.218128965597
a35	0.434855308485	0.30177898427	0.263365691866
a31	0.374772782828	0.325326794757	0.299900420622
</S>	0.334367091414	0.355044837379	0.310588060311
