 	non	ha	che	li	aspettiamo	</S>
a46	0.386127145	0.178636895	0.159603295	0.090154337	0.087457121	0.0980211915
a31	0.548967871667	0.197316825	0.140314988333	0.0391682083333	0.0340511878667	0.0401809019333
a15	0.534694307222	0.236638345	0.182311296111	0.0178704633111	0.0122343156989	0.0162513096111
a31	0.354165609074	0.257171191667	0.357146462037	0.015408578637	0.0043072698563	0.011800949737
a28	0.231837633025	0.294558793889	0.448279857346	0.0146865054457	0.00179557116543	0.00884169571233
a20	0.243600151008	0.38316948463	0.360916595782	0.00741381294857	0.00118777282181	0.00371223630411
a11	0.216894899003	0.37499772821	0.396428161927	0.00663442821619	0.00165014550727	0.0033946442347
a31	0.176450311668	0.30132527607	0.506347703976	0.00940938773873	0.00269352033576	0.00377378027823
a11	0.169449513889	0.278762935357	0.532688234659	0.0125294165796	0.00383551201192	0.00273437329274
a31	0.143927267963	0.241365481786	0.59193232822	0.0160409165265	0.00428458367064	0.00244943239758
a46	0.117585782654	0.176152040595	0.67999504274	0.0188305115088	0.00359651339021	0.00384012299919
a31	0.193870344218	0.204851573532	0.574627690913	0.0179152405029	0.00327160413007	0.00546355843306
a11	0.258444441406	0.291520907844	0.402502750304	0.0272340591676	0.00704982187669	0.0132480651444
a31	0.267080390469	0.343421369281	0.288648126768	0.0651490197225	0.0153245842922	0.0203765537148
a11	0.308940646823	0.35892734976	0.184037318923	0.0921128899075	0.0266562374307	0.0293256182383
a46	0.261699022274	0.31829389992	0.182761839641	0.106626443302	0.0573001598102	0.0733186900794
</S>	0.208119931137	0.28500373496	0.196469154821	0.120928411651	0.0813472249051	0.10813157504
