 	che	non	li	aspetiamo	</S>
a20	0.14021168	0.108908548	0.08297861745	0.370396445	0.2975047
a8	0.191563313333	0.162927734667	0.0305934427833	0.385505241667	0.229410256
a7	0.294744691111	0.211419361556	0.0124580635611	0.374628327222	0.106749571333
a35	0.30977941037	0.145526253852	0.00511732582037	0.463896695741	0.0756803437777
a46	0.334278683457	0.107736224617	0.00370685427346	0.45129624858	0.102982007926
a31	0.463036687819	0.102037598206	0.00698811375782	0.305479989527	0.122457641309
a11	0.53515819594	0.115639576069	0.0146271972526	0.186070769842	0.148504289103
a31	0.47051732198	0.17588664869	0.0250667294175	0.158208289947	0.170321029701
a0	0.393638487327	0.17513622623	0.0350383991392	0.165611949982	0.2305749599
a31	0.306308912442	0.165928652077	0.0771023973797	0.179114886661	0.2715451633
a30	0.272363120814	0.174873519026	0.0929704097932	0.219961628887	0.2398313411
a0	0.282456016938	0.129513212675	0.0754488805977	0.277868942962	0.234712970367
a31	0.241283192313	0.117168608892	0.0905184885326	0.316650547654	0.234379163456
</S>	0.206139546156	0.122789404446	0.101306396766	0.336039323827	0.233725306728
