 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.067376205	0.056068331	0.093246385	0.063796863	0.178917345	0.11681075	0.107997565	0.078457742	0.0944833525	0.142845465
a20	0.0958289983333	0.0724264026667	0.0983006716667	0.0764249696667	0.223516578333	0.14998234	0.0957687426667	0.0492370251	0.0379149785	0.10059928
a31	0.121079839444	0.0982743125556	0.0839968972222	0.0962909452222	0.215428009444	0.209731613333	0.0845569452222	0.0212198569333	0.014937636	0.0544839323333
a29	0.105069041148	0.0913317825185	0.0862263557407	0.110866470407	0.204918043148	0.259766011111	0.0843708484074	0.0116452041111	0.00688959636667	0.0389166551111
a15	0.0938197583827	0.0854852308395	0.126914381914	0.110169838136	0.203625361049	0.261046617037	0.0725883581358	0.00949152537037	0.00383977148889	0.0330191653704
a31	0.0716748494609	0.0752473992798	0.206294053971	0.0743291223787	0.203017837016	0.221457512346	0.100443648045	0.0113961917901	0.0039949989963	0.0321443791235
a18	0.0443373818203	0.0581793554266	0.225058181324	0.0666744344596	0.202729422339	0.181064954115	0.138654839348	0.0244211705967	0.0047749731321	0.0541052537078
a46	0.0267120919401	0.0415656991422	0.210914117108	0.0685070168199	0.234026347446	0.168626914705	0.135103579783	0.0281714445322	0.00409660284403	0.0822761545693
a31	0.01499688918	0.0274004393807	0.208827539036	0.0629809636066	0.238683992482	0.175597158235	0.157778099928	0.0253030635107	0.00536119261468	0.0830706581898
a37	0.0111245595933	0.0210591807936	0.136455092012	0.0998637892022	0.287016657494	0.172269482745	0.148610779309	0.0272425838369	0.00701459343823	0.0893433027299
a31	0.00985162069777	0.0165888229312	0.076152019004	0.143326303067	0.372848242498	0.189522104248	0.077132110103	0.0222920909456	0.00700815217941	0.0852785665766
a41	0.00787941173259	0.0118125553104	0.0528383403347	0.175988111022	0.427496414166	0.185954291416	0.0409862160343	0.0180069849819	0.0068407406598	0.0721969511922
a31	0.00864143491086	0.0106595691035	0.0384038821116	0.197055987007	0.483349371389	0.136941383805	0.0224460091781	0.017452120994	0.00731469935327	0.0777355323974
a3	0.0120521939703	0.0154320437012	0.0435242037039	0.185466032336	0.472635450463	0.132626484602	0.0170621525594	0.020554382998	0.0120079777844	0.0886390494658
a31	0.0274722866568	0.0339687982337	0.0618304502346	0.175118727445	0.333594796821	0.105616818201	0.0235940591865	0.0382276849993	0.0294783705948	0.171097993155
a23	0.0348250132189	0.0416428747446	0.0696671534115	0.141038455815	0.211419182274	0.0945031894003	0.0406478573955	0.0788426099998	0.0782156448649	0.209198021052
a29	0.0375616007396	0.0463731435815	0.0634438438038	0.104860803272	0.157942470758	0.0988236491334	0.0512295171318	0.11775952	0.140320778288	0.181684673684
a46	0.0412210269132	0.0487034611938	0.0536710622679	0.0885399177573	0.093309028586	0.0691355790445	0.0566289837106	0.161980456667	0.206501892763	0.180308601228
a23	0.0406909016377	0.0438220603979	0.0526015150893	0.0898488312524	0.0650331125287	0.0554463530148	0.0609861172369	0.177884845556	0.224269324254	0.189416973743
</S>	0.0438875718189	0.0458554151989	0.0571812665447	0.103634075626	0.0587952232644	0.0527737715074	0.0589544776185	0.164243022778	0.202896987127	0.211778246871
