 	ancora	non	mi	sono	vestito	</S>
a8	0.272494265	0.204496735	0.17898398	0.128749665	0.087041654	0.128233667
a31	0.274947588333	0.207512765	0.197509606667	0.154516995	0.038169942	0.127343080333
a10	0.206994269444	0.274294535	0.206709805556	0.153539483	0.0347202436667	0.123741676778
a31	0.168144056481	0.338682205	0.276166901852	0.103448752333	0.0319018872222	0.081656227926
a18	0.144580778827	0.330535975	0.362120253951	0.0882713474443	0.0170272498741	0.057464410642
a31	0.126234591276	0.295991365	0.461446197984	0.0646059074814	0.00946500575803	0.0422569058807
a20	0.152016215425	0.297306545	0.457825402661	0.0557253748271	0.00647545308601	0.0306510012936
a31	0.176292895142	0.291725041667	0.43069302422	0.066770500609	0.006567316862	0.0279512364312
a13	0.126513138381	0.226128510556	0.54112807474	0.074990975203	0.00694214728733	0.0242971664771
a35	0.0871477294603	0.170747785185	0.62252839158	0.0938060617343	0.00715649409578	0.0186135388257
a39	0.0724510854868	0.133405363395	0.633516897193	0.128305467245	0.00955815403193	0.0227630386086
a46	0.0940756641623	0.148243054465	0.512282882398	0.173061039082	0.0241098166773	0.0482275828695
a31	0.130550784721	0.133625978155	0.319872650799	0.273533919694	0.0715167688924	0.0708999076232
a20	0.175591291574	0.117505052718	0.235488190266	0.322817269898	0.0863744296308	0.0622237492077
a31	0.184303090525	0.116066434239	0.196023543422	0.374377976633	0.0811946332103	0.0480342977359
a39	0.200667643508	0.124461321413	0.140920561141	0.394525748878	0.0907137860701	0.0487109205786
a31	0.214735471169	0.148421797138	0.139452037047	0.343841459626	0.0958570070234	0.0576922285262
</S>	0.184608270584	0.154486813569	0.145615293524	0.347234579813	0.105485128512	0.0625699267631
