 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
a31	0.02884022765	0.031659641	0.03944756	0.0620522555	0.057197622	0.04969293	0.074213522	0.077111735	0.095933025	0.14942925	0.110152585	0.22426965
a10	0.0311158223167	0.0287836296667	0.044030102	0.142455667167	0.111476702	0.0495218066667	0.0919732653333	0.0472832513333	0.0551452786667	0.119064252	0.0630430421	0.216107179
a20	0.0343914437722	0.0349978542222	0.0573923383333	0.276584395722	0.162423994	0.0562305195556	0.0949920604444	0.0325716711111	0.0296089085556	0.068956796	0.0265966704667	0.125253362
a31	0.0314330619241	0.0311311260741	0.0501736617778	0.282863958574	0.146565988	0.0529339228519	0.0753273468148	0.0339970837037	0.0299121965185	0.0966119153333	0.0159201314889	0.153129637333
a20	0.032019132308	0.028397351358	0.0435799689259	0.264624612858	0.145470102667	0.0543631399506	0.0678247282716	0.0379979745679	0.0326335811728	0.110357658444	0.0122228988296	0.170508879111
a31	0.0281107511027	0.0274388614527	0.0473406979753	0.242005614286	0.131126524222	0.0617395866502	0.0679010374239	0.0475208125226	0.0512379677243	0.128570146148	0.0094397249432	0.157568309704
a17	0.0256893935342	0.0233924568176	0.0457891326584	0.190720054762	0.120730678074	0.0650262062167	0.093067145808	0.0512716041742	0.0625780325748	0.136022485383	0.00957822498107	0.176134629901
a31	0.0254142090114	0.0189502642725	0.0350405465528	0.174376951587	0.111060921358	0.0545588160722	0.129659058603	0.0543440500581	0.0682959475249	0.136239065128	0.0117715616604	0.180288636634
a26	0.0224070961371	0.0162729874242	0.0324855261843	0.169296530529	0.101868452453	0.0339531391907	0.105579850868	0.0590463463527	0.0800839645083	0.135165151709	0.0131230642201	0.230717885545
a23	0.0102495797457	0.0117876258747	0.0334736037281	0.168540856843	0.109430074151	0.0154823685636	0.0606462662893	0.0593795431176	0.0847656768361	0.104911977236	0.0134431464067	0.327889248515
a31	0.00675714481523	0.0089244090249	0.0262097879094	0.131120752281	0.088776144717	0.00894656095453	0.0434409920964	0.0739289777059	0.118620495612	0.114613942412	0.0109853641356	0.367675409505
a20	0.00702554437174	0.00719159254163	0.0224321639698	0.091923765427	0.0611868265723	0.00627021591818	0.0339841880321	0.095173945902	0.149854088537	0.122246267471	0.0170588750452	0.385652516502
a31	0.00724871322391	0.00507606154721	0.0207517469899	0.0768023381423	0.0550108848574	0.00452147013939	0.0322200556774	0.105840185301	0.158634802846	0.117816857824	0.0195830696817	0.396493805501
a41	0.00726478540797	0.00410738451574	0.0178838499966	0.0714119210474	0.0572169672858	0.00362421394646	0.0339004152258	0.107886111767	0.168460337615	0.114833541275	0.0167770555606	0.396633415167
a35	0.00648989746932	0.00413540333858	0.0156642603322	0.0700210603491	0.0598710404286	0.00304943728215	0.0395061367419	0.106461547256	0.171917369205	0.104375913758	0.0163773181869	0.402130605056
a24	0.00526425848977	0.00524792677953	0.0147725416107	0.0820021334497	0.0591298421429	0.00278732882738	0.0464904705806	0.109912055752	0.171964199735	0.101004184586	0.0142228830623	0.387202135019
a31	0.00617809949659	0.0132580875932	0.0181665197036	0.104624154483	0.0557817137143	0.00314368847579	0.0622123258602	0.113610818584	0.190014256578	0.127009468195	0.0110396023541	0.294961245006
a3	0.00758183249886	0.0157820434311	0.0182641889012	0.0986609838277	0.0471489222381	0.00329711452526	0.0599984972867	0.108507996195	0.221864772193	0.155731409398	0.011222272118	0.251939988335
a31	0.00753206916629	0.0149476547104	0.0155506299671	0.0904716689426	0.0380077074127	0.00322926904175	0.0551388044289	0.108580872065	0.259665074064	0.164350689799	0.011655527706	0.230870032778
a35	0.0069063549221	0.0152843475701	0.0146113116557	0.0944134983142	0.0359325844709	0.00337552628058	0.0556950614763	0.119327970688	0.268755501355	0.1712148866	0.009639455902	0.204843494259
a24	0.00616057870737	0.0116469848567	0.0121880953852	0.0962171011047	0.0317517768236	0.00390623052686	0.0418587524921	0.142194860229	0.257599660452	0.179849178867	0.0108202789673	0.20580652142
a31	0.00607567156912	0.0188494826189	0.0136617276284	0.125082438702	0.0337357909412	0.00377322084229	0.060193051164	0.16643348341	0.257288480151	0.166666476289	0.0085335569891	0.139706622807
a7	0.00961161832304	0.0219339155396	0.0157209585428	0.117089911567	0.0353155963137	0.00328776784743	0.0631640107213	0.141575401137	0.280682533384	0.20021272543	0.00612282779637	0.105282721269
a31	0.0108837406743	0.0184417098465	0.0153335691809	0.0894940975223	0.0300797214379	0.00351464214914	0.0450231222404	0.112031063712	0.321389487795	0.24991189181	0.00546618839879	0.0984307450897
a28	0.00876896412477	0.0190424099488	0.0141089760603	0.0837364075074	0.025176462146	0.00410276161638	0.0397249734135	0.112187791237	0.344429639265	0.265436470603	0.0053127988996	0.0779722936966
a38	0.00815350484159	0.0207596256496	0.0132446846868	0.0796020158358	0.022429980382	0.00436003480546	0.0339372281378	0.110642750412	0.353443979755	0.285698303534	0.00545719106653	0.0622706432322
a31	0.00830148141386	0.0225559862165	0.0137810967289	0.0921989599453	0.0235972441273	0.00455213280182	0.0364878790459	0.140796710137	0.355639946585	0.249160007845	0.00544233568884	0.0474861957441
