 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.087494788	0.0849350165	0.108345915	0.13308208	0.13365839	0.256258935	0.19622491
a31	0.108987094667	0.0755253718333	0.0689699826667	0.094837669	0.118732911667	0.347747035	0.18519996
a7	0.152628118222	0.139427535944	0.0527404685556	0.048728562	0.121522488889	0.348681221667	0.136271631333
a31	0.151883646074	0.174546318648	0.0690300361852	0.0431234106667	0.14050861963	0.316043873889	0.104864098444
a20	0.124421585358	0.110159428216	0.0621136033951	0.0417894682222	0.11343752321	0.428237457963	0.119840899481
a2	0.101384015119	0.0451440177387	0.0948528057984	0.0711222140741	0.0756257764033	0.417649002654	0.19422216316
a41	0.110383188373	0.0321316115796	0.190341158599	0.121555394691	0.0708927008011	0.251448140885	0.22324782772
a20	0.144349176124	0.0314913798599	0.2699346862	0.11965754823	0.058352688267	0.165870161628	0.21034434924
a46	0.317741592041	0.03560306062	0.229200072067	0.07538777841	0.0349605624223	0.110214428543	0.19689244308
a31	0.527460777347	0.0340158348733	0.122779220022	0.0373764048033	0.0254742458074	0.114608652848	0.138284797693
a11	0.566165639116	0.0294995322911	0.0930879040073	0.0464512946011	0.0392604632691	0.121487317616	0.104047805898
a35	0.548041979705	0.0391383827637	0.0886917593358	0.0603613382004	0.0603370670897	0.112442292539	0.090987121966
a31	0.559966549902	0.0636783862546	0.0742175137786	0.0503444260668	0.0638022546966	0.115849682513	0.072141162322
a11	0.463572006634	0.0929226154182	0.0839368885929	0.0670076186889	0.0794740958989	0.121745105838	0.0913416691073
a28	0.308782108878	0.109647798473	0.109296816198	0.095247251563	0.1160479953	0.149061445279	0.111916537702
a20	0.260987576293	0.109472906158	0.118791162066	0.096746502521	0.137598181767	0.17887693176	0.097526705234
a10	0.256860568764	0.112941792053	0.120441784022	0.102029977507	0.138197977256	0.17404657392	0.0954813364113
a31	0.245534399588	0.136426520684	0.123340821341	0.116162119169	0.126929069085	0.145924149973	0.105682950137
</S>	0.248211199794	0.152682570342	0.12450745067	0.119411744585	0.118872314542	0.129837087987	0.106477672069
