 	non	ho	cosa	a	fare	</S>
a8	0.310788985	0.084832333	0.082985978	0.22159019	0.136323775	0.163478715
a31	0.364605608333	0.063939641	0.0677307913333	0.162531603333	0.163393861667	0.177798455
a37	0.249787096111	0.083120007	0.128819870444	0.169894154444	0.197958547222	0.170420308333
a11	0.16082221037	0.0933427116667	0.169564561481	0.162375081481	0.245344632407	0.168550812778
a13	0.108045804457	0.0602003298889	0.114719187827	0.188195233827	0.323605420802	0.205234050926
a20	0.070961400819	0.043662729963	0.070213138609	0.244556037942	0.351593033601	0.219013676975
a31	0.054504048273	0.0368035466543	0.0473420718697	0.274324679314	0.3803722812	0.206653375658
a8	0.143451327424	0.0988892422181	0.0634378549566	0.215866556438	0.3069050454	0.171449979886
a31	0.221589032475	0.188310434073	0.114771100319	0.134579885479	0.199840850133	0.140908701295
a46	0.175216282492	0.185906181358	0.12701556344	0.141579018493	0.197128810044	0.173154123765
a8	0.117002310497	0.142228520453	0.115397801147	0.193604622831	0.199380683348	0.232386024588
</S>	0.0854193672485	0.124856550226	0.117237500573	0.215036356416	0.202617361674	0.254832837294
