 	e	che	cucino	</S>
a31	0.120619938	0.13803765	0.18360372	0.55773871
a24	0.213021884667	0.111374566667	0.17626468	0.499338876667
a31	0.507874054889	0.0831396872223	0.124246516	0.284739740556
a11	0.73031705163	0.0741014240741	0.056893033	0.138688479852
a46	0.78516263721	0.071573231358	0.0350255053333	0.108238594617
a41	0.785653445737	0.0579185681193	0.0300719217778	0.126356014872
a20	0.766792825246	0.0704614637064	0.0251752249259	0.137570474957
a36	0.656932071749	0.108570221235	0.0492686853086	0.185229008319
a31	0.421300823916	0.154170723745	0.20074284177	0.223785586106
a46	0.235830554639	0.192542557915	0.298963567257	0.272663332035
</S>	0.183104877319	0.207930818957	0.271319848629	0.337644476018
