 	essendosi	vestito	</S>
a46	0.573706985	0.134805565	0.29148739
a31	0.692346495	0.109633391667	0.198020063333
a18	0.739985415	0.132867217222	0.127147334444
a31	0.774265485	0.134285825741	0.0914486874813
a20	0.672866441667	0.085835596247	0.241297958494
a46	0.523255770556	0.0970663064157	0.379677906165
a20	0.566679400185	0.130330118805	0.302990488722
a31	0.613801770062	0.159660776268	0.226537476241
a0	0.566775220021	0.169302895423	0.263921885414
a46	0.531708366674	0.156024875141	0.312266735138
a35	0.509155395558	0.178033291714	0.312811271713
a46	0.436999065186	0.196766663905	0.366234257238
a24	0.358654695062	0.176896544635	0.464448765746
a46	0.311754781687	0.147485516878	0.540759688582
a24	0.295546377229	0.122162029293	0.582291582861
a31	0.329133315743	0.131899418098	0.538967250954
</S>	0.380408142871	0.150743469049	0.468848360477
