 	ora	ho	finito	di	scrivere	</S>
a23	0.142136388	0.078337835	0.2642090075	0.158176793	0.182054125	0.175085885
a31	0.164346269333	0.099211485	0.3785369825	0.163351167667	0.097414849	0.097139274
a28	0.236430279778	0.201042171667	0.355925744167	0.116397897556	0.0446378961667	0.0455660463333
a31	0.246614299926	0.281173580556	0.356191174722	0.0645065651853	0.0205574342222	0.0309569947778
a41	0.151402903309	0.231896135519	0.423201748241	0.142722579395	0.0254514210741	0.0253252389259
a21	0.0946267677697	0.135841450506	0.402463739414	0.290712503132	0.045934100358	0.030421462642
a24	0.0635801492566	0.0933395168353	0.369993146471	0.321747801044	0.047553110786	0.103786289881
a31	0.0576513480855	0.0836018039451	0.366016158824	0.269202507015	0.057325934262	0.166202263294
a39	0.0631508326952	0.136148086315	0.312777259608	0.211614249005	0.077060919754	0.199248674431
a31	0.0676268325651	0.157552155438	0.235475236536	0.180517113002	0.116915998251	0.24191266481
a28	0.0842338155217	0.128551081813	0.234921032179	0.184119704334	0.154154296084	0.21402007827
a31	0.0732126108406	0.102977817271	0.21736563406	0.202320134778	0.147506265361	0.256617562757
a20	0.0570857679469	0.092301145757	0.191181264687	0.211326568259	0.150281598454	0.297823667586
a37	0.0643747393156	0.099477351919	0.161262566896	0.203469746086	0.158572749485	0.312842829195
</S>	0.0702046846578	0.0938746659595	0.120590956448	0.194309358043	0.156172504742	0.364847784598
