 	forse	stanno	ancora	svegli	</S>
a31	0.270070725	0.22071252	0.152658405	0.13315142	0.22340694
a10	0.298675545	0.213486006667	0.102668661	0.16323681	0.221932976667
a20	0.308189701667	0.180471655556	0.0714684386667	0.184753143333	0.255117032222
a31	0.258377977222	0.348898631852	0.0687157985556	0.107532514444	0.216475065741
a18	0.330094402407	0.422874553951	0.0651249428519	0.0599573588147	0.121948756914
a31	0.416716644136	0.355863161317	0.0604288809506	0.0574435119382	0.109547828971
a35	0.529459358045	0.303113090439	0.0457333679835	0.0464264731127	0.0752677263237
a31	0.773283072682	0.14516440748	0.0238208388278	0.0193516639709	0.0383799737746
a10	0.863289160894	0.0765982398267	0.0197285517759	0.0102300191236	0.0301539762582
a20	0.876387550298	0.0683762999422	0.025092257592	0.0070758811412	0.0230680010861
a29	0.852066963433	0.0615106853141	0.043118480864	0.0097600574804	0.033543787362
a20	0.702488261144	0.0960935571047	0.0765900719547	0.0305201804935	0.094307900454
a31	0.578412143715	0.145721905702	0.0915754739849	0.0664359768312	0.117854496818
a28	0.452326277905	0.189789638567	0.116585291328	0.11188315561	0.129415628939
a8	0.286013162635	0.223697746189	0.160635577109	0.156585458537	0.173068046313
a21	0.233251617545	0.22017755873	0.17334003237	0.193760882846	0.179469878771
</S>	0.222641968773	0.216354919365	0.170455311185	0.213486126423	0.177061629386
