 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a43	0.118732147	0.15775669	0.157564	0.0425396835	0.049459017	0.056595807	0.09758356	0.0939877005	0.073426412	0.0899943465	0.06236069
a20	0.119665482333	0.176615475333	0.210798506667	0.0305464438333	0.036974839	0.043912644	0.12405649	0.0419710221667	0.062517052	0.0790650415	0.0738770366667
a31	0.0942787107777	0.176717203778	0.242718175556	0.0392457036111	0.0347443163333	0.0424029886667	0.151160923333	0.0236970738556	0.0545945323333	0.0692467868333	0.0711936055556
a39	0.103255150259	0.201519821259	0.272007888519	0.054505196537	0.0437159667778	0.0448087885556	0.142569327778	0.0125698214185	0.0337855997778	0.0445203612778	0.0467420871852
a31	0.0962246750863	0.186384997086	0.284704229506	0.0553968655123	0.0575479022593	0.0714204641852	0.153947519259	0.00784233960617	0.0219962805926	0.0312333404259	0.0333013633951
a46	0.0727392193621	0.129718862362	0.220866026502	0.0444957175041	0.0518688794198	0.0765023793951	0.132004809753	0.0255618883354	0.0432128701975	0.0577196124753	0.145309716798
a37	0.0610896877874	0.0848760661207	0.194872655501	0.0437472205014	0.0379646931399	0.045884764465	0.0761634199177	0.0400147701118	0.0683477467325	0.0876216641584	0.259417305599
a31	0.0669382129291	0.0937764290402	0.231760971834	0.0537647391671	0.04120715238	0.0311789874883	0.0618382799726	0.0459253977039	0.0724647855775	0.0838857080528	0.2172593052
a13	0.0670598839764	0.0848605480134	0.170680393945	0.044918574389	0.0416800421267	0.0305369044961	0.0759983866575	0.0600819109013	0.112902971859	0.115365806018	0.195914551733
a11	0.0534244209921	0.0653604293378	0.117578263315	0.027306807463	0.0371513587089	0.0361370714987	0.0898639788858	0.0636839469671	0.150236423953	0.149941762006	0.209315527244
a31	0.0477318399974	0.0608774181126	0.105364516438	0.0227309951543	0.036544832903	0.0393664618329	0.112722299629	0.0638507923224	0.152282274651	0.150790757335	0.207737829081
a20	0.0405246629991	0.0533691403709	0.095201862146	0.0206533743848	0.0352895696343	0.0433704509443	0.13967806321	0.0588906001075	0.151856514884	0.150481389112	0.21068442636
a31	0.0301149249997	0.041046888457	0.0778774740487	0.0174942517949	0.0293538368781	0.0450249099814	0.156165414403	0.0478367273692	0.161353738295	0.165488346371	0.22824350212
a41	0.0201211756666	0.0262910174857	0.0518821406829	0.012946699265	0.020416137626	0.0439250556605	0.151892858134	0.0384623827897	0.178056889432	0.19528080879	0.260724807373
a31	0.0154863138889	0.0180408151619	0.037353118561	0.0103263219217	0.015891597542	0.0406903255535	0.125411272711	0.0364519472632	0.182472379811	0.210404409597	0.307471509124
a24	0.0123298212963	0.0129125619873	0.0244204005203	0.00875806134057	0.013693484514	0.0420512745178	0.101984882237	0.0400052457544	0.188152209937	0.222538056532	0.333154029708
a31	0.0125934924321	0.0105449255958	0.0163069281734	0.0100450219802	0.014006312838	0.0446445271726	0.087601257079	0.0387652679181	0.185366356646	0.218850335511	0.361275569903
a10	0.0290816338107	0.0218695561986	0.0338070353911	0.0180009616601	0.032149894946	0.0506464080575	0.12377918736	0.0363436159727	0.161574238882	0.183153481837	0.309593969968
a31	0.0416417736036	0.0297333013995	0.047858770797	0.0211205015534	0.0372605893153	0.0533935310192	0.149181814453	0.0634534986576	0.159115552961	0.202477373946	0.194763269989
a46	0.0318609365345	0.0208936634665	0.0319127619323	0.0151031080845	0.0220137364384	0.0521485976731	0.107363001151	0.0883550428859	0.168046997654	0.251176994649	0.211125136663
a20	0.0267369805115	0.0138433834888	0.0197247946441	0.0136588802615	0.0213801244795	0.060332584891	0.0955591280503	0.0743519442953	0.174447662551	0.24780318155	0.252161308888
a46	0.0247966488372	0.0111166831629	0.014598871548	0.0143348217538	0.0224322398265	0.058916458297	0.0869474340168	0.0795331127651	0.194147307517	0.253918327183	0.239258096296
a31	0.0207085126124	0.013072319721	0.0168358858493	0.0138829555846	0.0229594342755	0.114159512766	0.171357459339	0.0735151299217	0.159050532506	0.206769671061	0.187688602099
a7	0.0333233565375	0.0180008985737	0.0258974419498	0.0162389901949	0.0238511934252	0.130039454255	0.23190650978	0.0686907823072	0.138128757502	0.18148203902	0.132440569033
a31	0.0450018545125	0.0215612775246	0.0309435453166	0.0167610237316	0.0279134238084	0.0938041467517	0.177997089927	0.0814800721024	0.165571292501	0.205314839673	0.133651431344
a39	0.0447422571708	0.0214016375082	0.0296583441055	0.0155090859105	0.0315956902695	0.0852971242506	0.139993426642	0.0801613107008	0.201777584167	0.212046853224	0.137816680448
a31	0.0431471757236	0.0277150501694	0.0396630023685	0.0168452323035	0.0312558840898	0.11542883475	0.165136708881	0.0748100535669	0.185369278056	0.183611137741	0.117017646816
a15	0.0373102765745	0.0279240337231	0.0391637224562	0.0167208862678	0.0328345363633	0.12941800825	0.172225249627	0.0697848165223	0.189879782685	0.171949649247	0.112789052272
a20	0.0368426475248	0.0313494535744	0.0445708371521	0.0175470599226	0.0299218217878	0.11810294275	0.159401523209	0.0788469875074	0.200868102562	0.176970983082	0.105577637424
a35	0.0358369081749	0.0339606115248	0.0482449427174	0.0185181239742	0.0289504035959	0.136058947583	0.17568415107	0.0759940258358	0.185292829187	0.161885837694	0.099573205808
a28	0.0312343610583	0.0295546765083	0.0380029415725	0.0196715946581	0.0315855298653	0.160686105861	0.192566847023	0.0713163252786	0.180779369729	0.152093882565	0.0925083526027
a31	0.0379367290194	0.0439416778361	0.0553701468575	0.027591245886	0.0352342986218	0.173619265287	0.246176749008	0.0833358417595	0.126006453243	0.105293130855	0.0654944465342
a0	0.0365161050065	0.0429103872787	0.0534785282858	0.0288840706287	0.0355615495406	0.178898058429	0.256444676336	0.0846863539198	0.121090534414	0.099534210285	0.0619955271781
a31	0.0360268703355	0.0412979254262	0.0528876140953	0.0366187458762	0.0510999265135	0.166109849476	0.219632218779	0.0948442446399	0.123372111471	0.104583206762	0.073527285726
a20	0.0374589787785	0.0446421721421	0.0637640380318	0.0394179882921	0.0530543551712	0.137772566492	0.210694782926	0.113521288213	0.111686197157	0.107313008921	0.0806745999087
a41	0.0330555645928	0.0378354493807	0.0547971170106	0.031603231764	0.0354699013904	0.158477665497	0.255333064309	0.106975166071	0.108920519052	0.107161300974	0.0703709869696
a39	0.0380293498643	0.0413233224602	0.0524988566702	0.036844407588	0.0386443617968	0.152088661832	0.26398707477	0.11049864869	0.106698961017	0.103790371658	0.0555959466565
