 	prima	di	andare	alla	scuola	</S>
a7	0.043506616	0.0976958675	0.3271661	0.14324245	0.0661272715	0.322261735
a11	0.0225008823333	0.0673764008333	0.36452692	0.231127556667	0.0600033215	0.254464958333
a43	0.0331807391111	0.0981163769444	0.28612615	0.269084775556	0.156974348833	0.156517619444
a20	0.060985133037	0.112714492315	0.204587146667	0.309622261852	0.186777159611	0.125313798148
a31	0.0696507360123	0.133440720772	0.188372875556	0.346949967284	0.172235083204	0.0893506110493
a20	0.0863123570041	0.164142870257	0.233156688519	0.263606012428	0.163747287735	0.0890347570164
a31	0.132723545668	0.168342320086	0.235109719506	0.170009057476	0.186899335912	0.106915975672
a20	0.166163568556	0.184371756695	0.185940506502	0.104224427825	0.229107078637	0.130192648557
a31	0.189010566185	0.206919792232	0.147645428834	0.080998481275	0.235966192879	0.139459557852
a20	0.203819585395	0.233855457411	0.110501989611	0.0748361837583	0.237170537626	0.139816267617
a31	0.195416475132	0.247407765804	0.10818678787	0.0866509379194	0.220689462542	0.141648589206
</S>	0.184991222566	0.240519332902	0.108441750935	0.0956439989597	0.235532946271	0.134870764603
