 	non	aveva	cosa	a	fare	</S>
a31	0.298209395	0.106954488	0.08767818	0.24288193	0.11872808	0.14554788
a18	0.344130218333	0.0826637393333	0.07914818	0.17511605	0.159005146667	0.15993663
a24	0.257422016111	0.0691127124444	0.0989489866667	0.184369146667	0.211180665556	0.178966456667
a20	0.19509407537	0.0737570581481	0.0942050622222	0.197713898889	0.267939675185	0.171290232222
a31	0.138988718457	0.0533043653827	0.0593596594074	0.225102332963	0.354617361728	0.168627547407
a18	0.108922579486	0.0542942117942	0.0823155051358	0.241192174321	0.323862847243	0.189412642469
a31	0.111460126495	0.0732058239314	0.0962249603786	0.198739744774	0.262180155748	0.258189170823
a17	0.154010172165	0.102537744644	0.0885039421262	0.154494578258	0.225982371916	0.274471210274
a20	0.185320800722	0.170034751548	0.136365700709	0.131080642753	0.172159237305	0.205038890091
a31	0.154422370241	0.192373137183	0.19574537357	0.129527524251	0.159856552435	0.16807506003
</S>	0.13286344512	0.172649413591	0.220906401785	0.141965987126	0.166379061218	0.165235715015
