 	dovevo	comprare	il	pane	</S>
a31	0.339268705	0.148279395	0.174187085	0.14908101	0.18918376
a46	0.483489548333	0.119462575	0.144621763	0.101007392333	0.15141868
a31	0.511708192778	0.117207361667	0.152832642333	0.0955002464443	0.122751546667
a18	0.368595324259	0.145423110556	0.181131524111	0.107931138815	0.196918915556
a13	0.27344953142	0.187035460185	0.19057649137	0.0884466862717	0.260491845185
a0	0.21740940714	0.198740160062	0.21640766379	0.0972418454239	0.270200941728
a20	0.169447465713	0.195458106687	0.198702889263	0.117842428475	0.318549137243
a7	0.174327561904	0.216534728896	0.147835244421	0.109698049492	0.351604435748
a20	0.180233150635	0.230643799632	0.150672451474	0.112146036497	0.326304565249
a31	0.169432386878	0.231767946544	0.224185807158	0.132019985499	0.242593865083
a11	0.172808125626	0.212328022181	0.295844075719	0.1322482435	0.186771545028
a39	0.225230808542	0.178649297394	0.304401158573	0.1306743495	0.161044391676
a31	0.293244159514	0.161487149131	0.278855799524	0.137515139833	0.128897730559
a13	0.350171486505	0.152842613044	0.250645216508	0.130033143278	0.116307520186
a17	0.309004135502	0.159985071015	0.236842145503	0.154535631093	0.139632996729
a31	0.250687441834	0.172485110338	0.218425375168	0.196493470364	0.161908575576
a46	0.232915150611	0.182290836779	0.210214898389	0.202227536788	0.172351575192
a20	0.211176323537	0.188283695593	0.20594970613	0.208321648929	0.186268635064
a31	0.224795611179	0.193636668531	0.19104106871	0.20600755631	0.184519085021
</S>	0.244970590589	0.198690554266	0.183780509355	0.193196228155	0.17936210251
