 	che	vende	buon	pane	</S>
a17	0.17634091	0.178663625	0.22588544	0.149827775	0.269282235
a31	0.247424166667	0.188262451667	0.265138486667	0.103150453333	0.196024443667
a11	0.235116608889	0.156679203889	0.332143818889	0.155681602778	0.120378793222
a39	0.121288211963	0.102637972296	0.37969992963	0.218152084259	0.178221851074
a35	0.095267536321	0.0752329737653	0.28248548321	0.171383088086	0.375630973691
a39	0.133195728774	0.0780095199218	0.158647164403	0.102439315362	0.52770829123
a31	0.159869079591	0.0863648033073	0.137200364801	0.078029316454	0.53853643041
a24	0.139374043197	0.0906646161024	0.1684848416	0.0937137674847	0.50776271347
a18	0.147090827732	0.138800870367	0.213426543867	0.104393139162	0.396288601157
a31	0.193163932577	0.195762536789	0.255571797956	0.110077536387	0.245424207052
a13	0.182946554192	0.217004752263	0.289564802652	0.108110595462	0.202373299017
a31	0.138733018064	0.260435544088	0.285760204217	0.121715771821	0.193355459672
a46	0.110244107688	0.283029374696	0.234644754739	0.151221297274	0.220860466557
a8	0.0879129675627	0.247590978232	0.20983348158	0.180936525758	0.273726042186
</S>	0.0789846087813	0.224520069116	0.21749009579	0.205986402879	0.273018821093
