 	vuole	vuole	mangiato	caldo	</S>
a37	0.10798113	0.226499808	0.194226285	0.274700875	0.196591935
a31	0.172979676667	0.392394569333	0.164192841667	0.158288388333	0.112144561
a41	0.262208448889	0.447013076444	0.179104227222	0.0667589127777	0.0449153533333
a31	0.332780772963	0.411023735481	0.184788733741	0.0432630175926	0.0281437454444
a11	0.372202254321	0.392179381827	0.13698311258	0.0710229491975	0.0276123051481
a20	0.35383257144	0.353146997276	0.127882454193	0.128414439732	0.0367235220494
a31	0.35652511048	0.263705472425	0.124336948064	0.184948769911	0.0704836883498
a18	0.40971580016	0.160871554142	0.124625796021	0.194647466637	0.110139382783
a31	0.344874160053	0.125869541381	0.12981899534	0.248529188879	0.150908110928
a20	0.227938803351	0.102685037127	0.14397110178	0.315667696293	0.209737360309
a21	0.194321197784	0.077195056709	0.160239313927	0.315546925431	0.25269751677
</S>	0.178456193892	0.0659428748545	0.169204331963	0.322430912716	0.263965718385
