 	non	aveva	dove	a	stare	</S>
a31	0.13683478	0.056731809	0.078903165	0.196084485	0.36116079	0.170285025
a8	0.250525723333	0.0515594496667	0.06724743	0.138268315	0.380704896667	0.111694229667
a31	0.281792417778	0.0530276525556	0.0555895026667	0.105714405	0.416771248889	0.087104767889
a28	0.240563469259	0.0448412715185	0.0399239402222	0.103827371667	0.436882042963	0.13396189263
a37	0.25889363642	0.0310970908395	0.0356446584074	0.145845513889	0.378423890988	0.150095217543
a31	0.24174214214	0.0377183252798	0.0699834461358	0.190280057963	0.311779926996	0.148496135848
a18	0.18141846738	0.0394002017599	0.0707902213786	0.159592249321	0.396247672332	0.152551225283
a0	0.128221565793	0.0255724272533	0.0369482927929	0.0979896364403	0.601069240777	0.110198855094
a23	0.076871441931	0.0168120430844	0.0254102802643	0.0825335888134	0.723331396926	0.0750412650313
a8	0.053310588977	0.0251303793615	0.0363247930881	0.107680046271	0.678951398975	0.0986028150104
a31	0.055149653659	0.0446398907872	0.0674907023627	0.124833227424	0.591863656325	0.116022887003
a20	0.0511893802197	0.0477655242624	0.0828596554542	0.111969777808	0.608275308775	0.0979403843343
a31	0.0635286334066	0.0516101654208	0.102684645151	0.121629565936	0.555531336258	0.105015701445
a20	0.0766048544689	0.0606351098069	0.121689468384	0.137794258645	0.476109212086	0.127167110482
a24	0.0616523804896	0.0515514556023	0.117603224461	0.178812709548	0.434757970695	0.155622246827
a8	0.0511206291632	0.0510095395341	0.146450453154	0.228169579849	0.348047883565	0.175201898942
a31	0.0745962463877	0.074172183178	0.175174517718	0.241854126616	0.277475347855	0.156727552981
</S>	0.0947986431939	0.089731506589	0.173181508859	0.248286123308	0.253111713927	0.140890476491
