 	l	ha	scritta	</S>
a20	0.396594885	0.191702485	0.135293433	0.27640918
a31	0.532090411667	0.190252498333	0.082968093	0.194688985
a35	0.590568870556	0.202400609444	0.0837207543333	0.12330975
a31	0.670890490185	0.163759523148	0.0771090047778	0.0882409733333
a35	0.787043596728	0.101285124383	0.0492681259259	0.0624031054444
a31	0.828834452243	0.057866622461	0.037887784642	0.0754110714815
a41	0.805428317414	0.0555924318203	0.0450062625473	0.0939729678272
a31	0.682481652471	0.0984845906068	0.0889056568491	0.130128117942
a11	0.531812360824	0.121254775202	0.126761472283	0.220171439314
a18	0.416532780275	0.158280526734	0.159474304094	0.265712456438
a13	0.290483970092	0.212710358911	0.217980308031	0.278825402146
</S>	0.229462575046	0.225454364455	0.242634869015	0.302448211073
