 	non	so	cosa	scrive	</S>
a46	0.12374283	0.100093848	0.129457025	0.21040094	0.43630536
a8	0.22253164	0.137306914667	0.103789968333	0.145676284667	0.390695184
a31	0.316194666667	0.213453514889	0.213015049444	0.0807638162223	0.176572952
a13	0.301766602222	0.186906394963	0.331909016481	0.0688996420741	0.110518387333
a31	0.307235434074	0.144642461654	0.323847018827	0.0938542406914	0.130420872444
a28	0.265521031358	0.110779167218	0.231572966276	0.13476591023	0.257360914148
a31	0.261005563786	0.102135882406	0.125165877759	0.131894286743	0.379798384716
a37	0.318027287929	0.152444360802	0.075442832253	0.097947305581	0.356138204905
a31	0.365758295976	0.168151366934	0.076148072751	0.089801110527	0.300141121635
a11	0.364699898659	0.129201440311	0.094534888917	0.100529975509	0.311033793878
a31	0.284784632886	0.113419656437	0.120176576306	0.181106741836	0.300512407959
a20	0.215312454295	0.111446303812	0.151678312102	0.253367830612	0.268195105986
a31	0.199526328098	0.127252414604	0.158927467367	0.269096966871	0.245196825329
</S>	0.185136814049	0.138334437302	0.157127618684	0.283255993436	0.236145127665
