 	dove	aveva	per	stare	non	aveva	</S>
a24	0.090501412	0.08241449	0.14199956	0.32727955	0.161896435	0.092370286	0.10353831
a20	0.134118120667	0.0931076313333	0.272130753333	0.257149636667	0.115538026333	0.059903142	0.0680527373333
a13	0.161756163556	0.115022278444	0.364863274444	0.211597882222	0.058919220111	0.045100555	0.0427406517778
a37	0.152043587852	0.116103320815	0.343147554815	0.180672810741	0.0752011567037	0.08061004	0.0522215359259
a24	0.133739569284	0.082786081605	0.277729368272	0.18498572358	0.113273905568	0.132695283333	0.0747900999753
a31	0.095239226428	0.0471671708683	0.163765031757	0.32243394786	0.172459475189	0.121818966111	0.0771161869918
a20	0.082823225476	0.0271843162894	0.091316552919	0.412582455953	0.22108149173	0.0993577037037	0.0656542526639
a0	0.0806964191587	0.0222924720965	0.0903539843063	0.376070151984	0.243033087243	0.115800057901	0.0717538555546
a20	0.0483131680529	0.0145244946988	0.0713850244354	0.453558897328	0.239250179081	0.100324212634	0.0726440351849
a31	0.0218826451176	0.00784886823293	0.0371224218118	0.614370419109	0.199962509694	0.0620687865447	0.0567443117283
a8	0.0138908518059	0.00686642041098	0.0236025512706	0.729350193036	0.143948399898	0.0409223268482	0.0414191972428
a23	0.00962581080197	0.00667277830366	0.0161865620902	0.835945564345	0.0762433286327	0.0275628779494	0.0277630177476
a38	0.0110851698007	0.0102996049346	0.0241626090301	0.826058388115	0.0586389815442	0.0348815013165	0.0348736932492
a33	0.0173798552669	0.0205763329782	0.04333827201	0.722758029372	0.0801755371814	0.0519653991055	0.0638065797497
a31	0.0261505824223	0.0320524083261	0.0664665783367	0.623992043124	0.0885248557271	0.0767222730352	0.0860912682499
a24	0.0342062994741	0.036792655442	0.0800394181122	0.579594614375	0.090115571909	0.0830196443451	0.09623178775
a18	0.0513947938247	0.0515769971473	0.0867010160374	0.503960078125	0.0973615656363	0.107798314782	0.10120722725
a31	0.0856684732749	0.0793532457158	0.100395488679	0.336878642708	0.109896746879	0.179479168261	0.108328220417
a33	0.109158191092	0.101155748572	0.123614086226	0.232771724236	0.122810025626	0.187182656087	0.123307556806
</S>	0.114756225546	0.110869249286	0.141632318113	0.212946012118	0.125655497813	0.162772178043	0.131368503403
