 	si	è	rotta	la	coppa	</S>
a31	0.081055089	0.086795206	0.041743306	0.12242887	0.4274406	0.240536945
a20	0.0722595356667	0.04418563	0.0353834193333	0.147858976667	0.455737323333	0.244575125
a19	0.0727517678889	0.039083715	0.0443877064444	0.247559158889	0.423770201111	0.172447468333
a18	0.101233990963	0.0588885893333	0.0568006011481	0.372667706296	0.248837727037	0.161571382778
a27	0.107331411988	0.0690298447778	0.0403862803827	0.291260232099	0.217661719012	0.274330520926
a31	0.160384597329	0.144902573259	0.0496074477942	0.143085068033	0.192058986337	0.309961333642
a39	0.254113295776	0.203407567753	0.0844286092647	0.0972060466777	0.142999022112	0.217845447881
a31	0.343738328592	0.186141142584	0.0818891880882	0.0746840815592	0.138786574037	0.17476067596
a46	0.320631839531	0.168212380861	0.0585743143627	0.0502667898531	0.174021741346	0.228292921987
a31	0.323385623177	0.162371250287	0.0475074694542	0.045082489951	0.186367943782	0.235285207329
a20	0.388823637726	0.202504973429	0.0421304121514	0.044196655317	0.145167514594	0.177176795776
</S>	0.384709228863	0.229195451715	0.0419898075757	0.0414152656585	0.121176937297	0.181513297888
