 	sto	e	cucino	</S>
a31	0.132356975	0.182047595	0.41621883	0.26937663
a20	0.060974375	0.127726806333	0.565730243333	0.245568586667
a31	0.0430471383333	0.105027148444	0.546222294444	0.305703385556
a37	0.128683049444	0.157249664481	0.428493794815	0.285573470185
a18	0.188367923148	0.187942794827	0.472936781605	0.150752525062
a31	0.136812255716	0.140526164942	0.550540540535	0.172121048354
a20	0.0964415832387	0.122557021647	0.547104326845	0.233897062785
a31	0.0834625444129	0.142117970549	0.510507768948	0.263911737595
a28	0.0779769081376	0.155297033516	0.465160769649	0.301565329198
a33	0.0745091613792	0.180379087839	0.435774709883	0.309337076399
a31	0.112124069126	0.233436765946	0.379537569961	0.274901585466
</S>	0.145694769563	0.259580672973	0.336772834981	0.257951682733
