 	l	ho	sentito	che	veniva	</S>
a41	0.119204465	0.0538160625	0.048475915	0.131281612	0.52549782	0.121724112
a31	0.132682498333	0.159597029167	0.0751470383333	0.140215177333	0.38414243	0.108215838667
a24	0.143634419444	0.317511256389	0.0967232427778	0.181833979111	0.166378108333	0.0939190095557
a15	0.104915029815	0.32765339213	0.121352007593	0.218931963037	0.143354104444	0.0837934965186
a28	0.0839283799383	0.228532364043	0.116909882531	0.320991801012	0.162195508148	0.0874420501729
a0	0.108582109979	0.153022761348	0.0832572058437	0.452971733671	0.108038910383	0.0941272747243
a31	0.230273109993	0.157890377116	0.0636508149479	0.41383409789	0.0633138557943	0.0710377505748
a11	0.296966643331	0.220524925705	0.0502584976493	0.331905385963	0.0497469899314	0.0505975371916
a31	0.31183757111	0.251303601902	0.0673272305498	0.259805638654	0.0506562019771	0.0590697137305
a39	0.340332057037	0.231700090634	0.0867912935166	0.206825209551	0.0507275469924	0.0836237812435
a20	0.295451222346	0.187587553545	0.131588281172	0.177939126517	0.0831037366641	0.124330090415
</S>	0.252540901173	0.157208091773	0.168836235586	0.153165703258	0.117540638332	0.150708470208
