 	il	muro	vuole	uno	specchio	</S>
a46	0.170491335	0.15230192	0.16858289	0.14738538	0.17729969	0.183938725
a31	0.178723731667	0.214701406667	0.181227893333	0.127627853333	0.131517183333	0.166201911667
a24	0.173164260556	0.306815552222	0.251475587778	0.0804219004443	0.0804866944443	0.107636023889
a37	0.178202820185	0.338493234074	0.305663032593	0.0572876428148	0.0530445148148	0.067308785963
a18	0.161984913395	0.246598674691	0.295697587531	0.145728537605	0.0856548516049	0.0643354749877
a20	0.112229334465	0.13361336823	0.412448415844	0.183109959202	0.109497503868	0.0491014639959
a41	0.0900588814883	0.11951306941	0.509607258615	0.119173146401	0.111385301289	0.0502624086653
a31	0.149702210496	0.12913849647	0.456267519538	0.0881221101337	0.109087051763	0.0676826442218
a11	0.185902543499	0.205062882157	0.333628463179	0.0934644413779	0.092755331921	0.0891863260739
a31	0.185514851166	0.293498807386	0.19772662106	0.140128107126	0.0883361139737	0.0947954766913
</S>	0.204501145583	0.308148173693	0.14667107553	0.169873923563	0.0828675019869	0.0879381503457
