 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.86832005	0.0223418	0.01030514	0.008032405	0.007691506	0.007572672	0.0075694844	0.007547635	0.0075474735	0.0075743906	0.0075765075	0.0075664055	0.007540847	0.007555312	0.0075651254	0.0076932446
n	0.5698986	0.14554094	0.052165166	0.020073514	0.017737374	0.01810286	0.018088074	0.018017443	0.018094251	0.018047376	0.016137214	0.01806942	0.01805654	0.01795096	0.015885523	0.018134713
ì	0.025209839	0.19833702	0.23868662	0.053768095	0.03908467	0.04570131	0.045590125	0.044229023	0.044721227	0.044873405	0.0191879	0.045209575	0.044869926	0.043365695	0.022513218	0.044652317
c	0.01003166	0.635173	0.23136628	0.0100481035	0.0023859432	0.01875813	0.015277104	0.008027068	0.017027842	0.010249882	0.0011691713	0.012692606	0.011158243	0.0053580278	0.0011325126	0.010144422
h	0.0052611264	0.33030486	0.33491373	0.015292744	0.005919002	0.073288195	0.04489974	0.015935926	0.056060463	0.022132598	0.003272208	0.031238215	0.025083926	0.010531489	0.004186725	0.021679105
a	0.03187385	0.4628025	0.2945966	0.024425235	0.007929375	0.022312488	0.0211686	0.017161524	0.021769896	0.018754242	0.002529212	0.020071352	0.019284578	0.014314157	0.0023217944	0.01868461
t	0.05193571	0.06747045	0.58866084	0.170714	0.014241812	0.010030867	0.010037073	0.009914297	0.009938219	0.00991319	0.008838771	0.009923137	0.009915984	0.009855534	0.008694812	0.009915365
o	0.0011714968	0.017666176	0.680373	0.09185354	0.018207762	0.020068478	0.020093603	0.019229507	0.01947804	0.019608065	0.006442941	0.019805992	0.019598305	0.018722868	0.008216587	0.019463656
r	0.0211058	0.012918609	0.29091793	0.4349831	0.034070883	0.019217368	0.019254176	0.018936867	0.018921567	0.018898163	0.017658751	0.018903604	0.018895073	0.018830312	0.017494554	0.01899326
ì	8.668057e-05	0.007771212	0.3048757	0.4789815	0.017257534	0.023791328	0.026242252	0.017424552	0.023159873	0.02047774	0.00074486615	0.022847077	0.020919116	0.013591123	0.0020470335	0.019782437
