 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.4906532	0.044082675	0.043195877	0.042220805	0.043464143	0.041987624	0.04194413	0.041945543	0.0419485	0.04193669	0.041979905	0.042358536	0.042282384
l	0.48254913	0.058495697	0.044276953	0.041453905	0.041528955	0.04157077	0.041564368	0.04152361	0.041547447	0.04058337	0.041413676	0.041461725	0.04203045
l	0.4475686	0.05757821	0.052626222	0.042868666	0.045155667	0.04575465	0.04566816	0.045329753	0.045424502	0.038421758	0.044282638	0.04487205	0.04444914
ò	0.08696341	0.10783966	0.061682764	0.043564007	0.086507104	0.10668099	0.10382591	0.087852314	0.09734625	0.016939256	0.05960216	0.07003138	0.07116476
r	0.010249622	0.48053938	0.031884305	0.015856499	0.05034678	0.10176202	0.09128388	0.052416626	0.07217826	0.0080088675	0.02325703	0.030918762	0.031297952
a	0.29243836	0.3569388	0.018341102	0.011161022	0.026403453	0.09505347	0.07173215	0.027787473	0.044345763	0.008588543	0.013743547	0.01668421	0.016782146
f	0.018668883	0.6394622	0.10562616	0.026298268	0.02367024	0.023582129	0.023563229	0.02346672	0.023471959	0.022156741	0.023277469	0.023347951	0.023408009
è	0.042694237	0.33578503	0.16638179	0.04709313	0.047186647	0.048057258	0.04791225	0.04710577	0.047444806	0.033675488	0.04497569	0.04597395	0.045713946
t	0.0012043591	0.7665345	0.11093169	0.008042959	0.01422435	0.019005539	0.018201474	0.014117264	0.016375087	0.0022233494	0.0083198035	0.010402046	0.010417578
i	0.029280575	0.55572563	0.14559697	0.012242166	0.030140594	0.05118359	0.04732479	0.030869389	0.03942221	0.004396713	0.014819165	0.019519286	0.019478979
p	0.009057228	0.19447947	0.62455916	0.057043213	0.0146774575	0.013124817	0.013033855	0.012635622	0.012357146	0.012086021	0.0122771785	0.012299456	0.012369441
ò	0.00081190217	0.011611441	0.602449	0.0616435	0.039228234	0.04123577	0.04108187	0.038893152	0.03949942	0.01762214	0.034099817	0.036173638	0.035650153
r	0.0014196277	0.21837518	0.51683885	0.09389497	0.027716486	0.02845893	0.026957823	0.020207496	0.021937791	0.0032086493	0.01184177	0.01459516	0.014547236
k	0.0020402395	0.117760666	0.5530521	0.10846638	0.034853484	0.051741052	0.044745922	0.022309143	0.028878095	0.0032737346	0.008885576	0.012040494	0.011953091
e	0.0062116957	0.22562349	0.43610665	0.038048808	0.02756213	0.08589868	0.06623582	0.025667416	0.040134683	0.0069433236	0.011865445	0.014882396	0.014819456
t	0.0001123664	0.0043055736	0.1183626	0.58583283	0.075383626	0.037378605	0.03503049	0.02768909	0.02350401	0.016972957	0.02178619	0.022058515	0.0315831
e	8.696887e-05	0.0072203455	0.14752443	0.5219245	0.051920544	0.043222938	0.044713564	0.03792724	0.035376586	0.016045878	0.03019454	0.032044094	0.0317984
è	0.0010333977	0.00025694777	0.0779817	0.55007297	0.14490357	0.060500726	0.055522464	0.030279139	0.016204264	0.016389558	0.01455329	0.014362074	0.017939895
r	7.869165e-05	0.00091958285	0.024858106	0.23373567	0.29069304	0.18657736	0.15192822	0.047709104	0.02434387	0.00301862	0.007646461	0.014246782	0.014244463
k	0.00027736864	0.006477292	0.051500898	0.17205231	0.26734936	0.23574938	0.17748925	0.04133332	0.022457238	0.0030723922	0.0054479446	0.009702753	0.0070905057
o	0.0016274478	0.0010065221	0.04612503	0.22027293	0.118311815	0.26047003	0.19240442	0.047022842	0.050480925	0.009824215	0.014925428	0.020025812	0.01750254
m	6.31728e-05	0.00029440684	0.0029191384	0.12756337	0.17669962	0.18715009	0.20762604	0.12050828	0.04111702	0.03182645	0.026145382	0.02531788	0.052769125
e	0.0002788952	0.0025199098	0.012816241	0.05050076	0.06060458	0.101591215	0.25864497	0.12305812	0.08834889	0.030399436	0.073388554	0.09068596	0.10716245
m	0.00014532325	4.218719e-05	0.0022761659	0.06341048	0.04865556	0.16161475	0.39131698	0.22704522	0.031695005	0.037124164	0.011301005	0.009949557	0.015423591
a	6.255499e-05	0.00399497	0.0011377219	0.001198323	0.017520912	0.20062163	0.46297872	0.144228	0.07457083	0.013499812	0.019025037	0.035841443	0.025320068
p	8.0029175e-05	4.1835046e-05	0.0016166947	0.046481084	0.02446055	0.062070217	0.36020038	0.33183125	0.05349391	0.074923426	0.0124167185	0.011256694	0.021127256
à	5.8568603e-05	0.002481763	0.00064721244	0.0005749456	0.007010837	0.15977241	0.4622416	0.15851754	0.116143495	0.03280138	0.013466511	0.028191535	0.01809229
l	2.5276568e-05	5.5008702e-05	0.0005038694	0.009300205	0.036350105	0.13048582	0.43255922	0.24421747	0.11659186	0.016067954	0.0032123097	0.006318019	0.0043128226
e	1.0091042e-05	0.00025142558	0.00026531934	0.0015605161	0.023050297	0.28435504	0.37643573	0.17496766	0.10638315	0.024446871	0.0023694136	0.0037458586	0.0021587207
e	2.8332903e-05	3.634476e-05	0.00039179527	0.0127124	0.020910764	0.052295394	0.21096013	0.26353803	0.2727021	0.13119641	0.016446661	0.010025526	0.008756053
