 	tu	le	hai	cucinati	le	verdure	</S>
e	0.8842783	0.04499795	0.019673485	0.018731037	0.0030371842	0.020938426	0.008343655
s	0.300615	0.61659163	0.023546837	0.017295122	0.015448547	0.009512799	0.016990036
ù	0.085158385	0.6660918	0.09388097	0.03695783	0.058597367	0.007473371	0.05184036
t	0.07850055	0.6088443	0.1793048	0.059445597	0.049826227	0.0069894763	0.017089164
a	0.010866461	0.7283788	0.1420476	0.029945932	0.068269834	0.0051699732	0.015321408
m	0.050899137	0.20649675	0.61650914	0.0675334	0.01387552	0.016486768	0.028199255
à	0.011701839	0.079079635	0.4028938	0.14343983	0.21552472	0.013521381	0.13383879
r	0.021136235	0.052240394	0.65700793	0.2136927	0.02281413	0.0077335937	0.025375005
e	0.0013164254	0.035311688	0.6188779	0.264788	0.06930293	0.0054997224	0.0049033402
t	0.0053548617	0.010631988	0.32990742	0.54739946	0.07077593	0.01223809	0.02369221
s	0.00027298805	0.0009294428	0.10777577	0.655835	0.1783931	0.015465632	0.041328046
e	0.0019934885	0.002819339	0.109425575	0.6413134	0.116996035	0.034868915	0.09258326
t	0.0041639707	0.00210502	0.014819514	0.1184798	0.22013348	0.08620651	0.5540917
a	0.00012580914	0.00012397884	0.0028116049	0.036006816	0.50297153	0.4153564	0.042603903
l	0.00037481	0.0005651129	0.005963659	0.05235134	0.09789506	0.62303686	0.21981314
à	9.911855e-05	2.7908762e-05	0.00029983177	0.020657338	0.8082919	0.16014056	0.010483343
c	5.3659656e-05	7.0217798e-06	6.7274574e-05	0.0039400435	0.09554689	0.889949	0.010436134
h	5.2916883e-05	3.538028e-05	0.00028647657	0.006111007	0.2976008	0.6858974	0.01001597
a	0.00043053142	0.0014753472	0.046101388	0.13075583	0.4222489	0.32384846	0.07513959
n	0.008035944	0.0024144007	0.018358173	0.1464446	0.19617067	0.20995948	0.41861674
a	0.0002739031	0.00013367149	0.00035699195	0.0012937217	0.3956285	0.5580527	0.04426049
</S>	0.0017714198	0.0018885875	0.006697549	0.007141862	0.06619715	0.13005236	0.786251
