 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.7822169	0.042900376	0.026147403	0.03457067	0.022639662	0.02240209	0.02229212	0.023670722	0.023160057
f	0.74909484	0.106952034	0.022495428	0.019558566	0.019509118	0.019275602	0.019500041	0.02068214	0.02293227
è	0.44697112	0.2530444	0.0438823	0.041775934	0.04120966	0.04312824	0.043503128	0.043446887	0.04303832
n	0.4394152	0.37019864	0.010229529	0.01591235	0.02302044	0.03228711	0.03717986	0.035103805	0.036653105
e	0.37647933	0.45548385	0.00978076	0.013044757	0.01924231	0.029242685	0.03392103	0.029742839	0.033062384
t	0.066128336	0.5734984	0.2543498	0.022698365	0.017653257	0.015825609	0.016399456	0.016360322	0.017086457
e	0.004704885	0.6277334	0.2257286	0.028312016	0.021412607	0.023140557	0.02317264	0.02346104	0.022334285
k	0.03054326	0.24714419	0.5122616	0.051129814	0.03419393	0.027799532	0.029245434	0.030957568	0.036724757
a	0.0010237639	0.05517703	0.3715346	0.14765356	0.059238065	0.08865573	0.095282964	0.0991879	0.08224646
o	0.0044304426	0.08339029	0.46231323	0.25245196	0.07289762	0.018542944	0.023362214	0.026750673	0.055860523
l	0.00018942593	0.0109135015	0.21838354	0.4637388	0.16134068	0.024297947	0.018383015	0.03974315	0.063009895
à	0.000115267205	0.00517896	0.07995558	0.6666328	0.049119588	0.0686055	0.04161124	0.060024735	0.028756322
d	0.0034987594	0.021339752	0.036218006	0.23799376	0.3114153	0.07094773	0.061918717	0.06826494	0.18840303
r	0.00062905264	0.00090069784	0.023940004	0.2061684	0.14954343	0.3137214	0.11549398	0.13426338	0.055339653
o	0.0015319622	0.009422074	0.030759567	0.19755444	0.45365486	0.11401221	0.038797744	0.045093417	0.109173775
m	0.00024274056	0.0004960739	0.0021376323	0.020363048	0.7188443	0.13154303	0.025194023	0.03137647	0.069802694
b	0.000301307	0.00047191087	0.0007154404	0.00932034	0.19251163	0.44360453	0.089991294	0.096209586	0.16687402
ì	0.00022172528	0.003369644	0.008707439	0.078500286	0.12752332	0.046361327	0.06795409	0.2055589	0.4618033
k	0.0007155436	0.002085987	0.011001716	0.11445554	0.17998086	0.2837125	0.17699426	0.10883583	0.12221781
e	9.116865e-05	0.00016142662	0.0010481495	0.007827563	0.0725279	0.6054394	0.22523871	0.054561842	0.03310381
a	0.0001183019	0.00026186844	0.0032287056	0.08053027	0.14648852	0.23752703	0.23174316	0.22947916	0.07062302
p	0.00033975032	0.00039071566	0.00084480946	0.014887831	0.14185995	0.16061157	0.22345327	0.3105238	0.14708835
ò	0.00035550245	5.4853434e-05	9.480219e-05	0.0017473779	0.0048146956	0.03157143	0.20458123	0.5457204	0.21105967
t	0.00043751963	4.1846648e-05	3.153646e-05	0.0011472316	0.0041378555	0.028593512	0.31681296	0.521021	0.12777646
t	0.00037617233	4.0516785e-05	8.7361484e-05	0.0017214215	0.0014232078	0.031027362	0.23333375	0.61301285	0.11897731
u	0.0001448942	3.816782e-05	7.225366e-05	0.00097140623	0.0055420795	0.021261206	0.37853202	0.47698727	0.11645071
</S>	0.0023578107	0.0007756579	0.00024193534	0.003958389	0.0015719624	0.015639162	0.26320788	0.63324445	0.07900276
