 	sicuramente	stanno	ancora	svegli	</S>
s	0.24826552	0.20187378	0.15082934	0.22464101	0.17439038
i	0.2906268	0.25971708	0.16841157	0.026495198	0.25474933
k	0.3895414	0.17139803	0.1628029	0.10895613	0.16730158
u	0.46794778	0.25436115	0.050733756	0.0055404436	0.22141683
r	0.7850969	0.06437172	0.0553247	0.039353266	0.05585346
a	0.8583245	0.074582964	0.014064135	0.00078427955	0.05224416
m	0.88069755	0.045768518	0.029470189	0.01380361	0.030260174
è	0.74300814	0.15009737	0.015867427	0.00088341156	0.090143606
n	0.83915347	0.113297604	0.0064603067	0.0032133895	0.037875146
t	0.8235143	0.14984351	0.0041475827	0.002226801	0.020267814
e	0.76490754	0.14740457	0.018465467	0.01559895	0.053623453
s	0.25605822	0.6186216	0.06868494	0.0053768274	0.05125839
t	0.40064692	0.52660733	0.0154857	0.002673032	0.05458706
è	0.35071096	0.43570843	0.031716127	0.014280457	0.16758403
o	0.04602534	0.8497125	0.07430118	0.011980066	0.017980834
n	0.032572288	0.41413218	0.5044362	0.00391652	0.044942863
e	0.011817191	0.6741579	0.23316228	0.00092627376	0.079936296
a	0.009891231	0.072614685	0.8633874	0.028974203	0.025132589
n	0.0035946118	0.020051954	0.80013424	0.017522352	0.15869682
k	0.0017541744	0.015739622	0.9298674	0.002032916	0.050605863
ò	0.0027524168	0.07485463	0.37642297	0.007996934	0.53797305
r	0.016316343	0.123500004	0.19397637	0.5009157	0.16529159
a	0.0016804135	0.014652305	0.8776188	0.07014202	0.03590641
a	0.005038706	0.022267552	0.16526173	0.2528547	0.55457735
t	0.002642366	0.0039151874	0.016306022	0.124630444	0.852506
s	0.0011010532	0.0023783112	0.0021834676	0.52095586	0.47338134
ù	0.00045695438	0.0026268251	0.007190071	0.035896122	0.95383006
n	0.002465226	0.011609514	0.02201251	0.7273898	0.23652296
n	0.00038338476	0.0008048488	0.0026960948	0.76100177	0.23511392
i	0.00045660362	0.0029120126	0.033962227	0.73180985	0.2308593
t	0.0671244	0.5031432	0.04792626	0.21003003	0.17177616
i	0.0011134967	0.003158785	0.0016739008	0.7950509	0.19900288
</S>	0.0041995086	0.005668869	0.0023858193	0.021063482	0.9666823
