 	le	melanzane	vogliono	girate	</S>
i	0.6602594	0.10272377	0.059789915	0.11386745	0.06335949
m	0.7722607	0.07791897	0.050954673	0.047783654	0.05108204
a	0.927875	0.0146530755	0.024222402	0.0064496105	0.026799746
r	0.4255081	0.23514302	0.11421556	0.111993805	0.11313945
a	0.8545406	0.04896124	0.03817883	0.0060676	0.052251652
n	0.057230026	0.82229203	0.043812	0.03817202	0.038493823
g	0.16656522	0.67053676	0.07076372	0.012708425	0.07942584
i	0.38243696	0.15621464	0.16665061	0.027976284	0.26672155
à	0.028460044	0.69682163	0.13212928	0.07189643	0.07069258
n	0.028301075	0.45039225	0.38431326	0.015783383	0.121210024
e	0.029639171	0.40690467	0.3886487	0.017816363	0.15699114
i	0.007994657	0.20122935	0.67167026	0.08471557	0.034390062
t	0.001271383	0.014700677	0.8240186	0.11860359	0.041405816
è	0.0005174962	0.009119959	0.9060273	0.020942435	0.063392796
l	0.035363637	0.14555557	0.63717484	0.06895259	0.112953365
u	0.0022648936	0.003536602	0.9254475	0.008329138	0.06042189
n	0.00061721687	0.0033281604	0.13886936	0.78670806	0.07047724
e	0.0016524802	0.0016934586	0.13367067	0.5462445	0.31673884
v	0.0016426548	0.006363484	0.028643873	0.5989699	0.36438006
o	0.0017216908	0.00085172104	0.015534754	0.16278908	0.8191027
t	0.0024447215	0.006758428	0.016809696	0.22969452	0.7442926
i	0.0012307743	0.00036229414	0.0014510311	0.43710792	0.559848
m	0.0035958425	0.004604603	0.00886832	0.1887455	0.79418576
m	0.0015022595	0.0028099997	0.0076243435	0.26047507	0.7275883
è	0.014890359	0.0009268676	0.045687247	0.033192016	0.90530354
n	0.0011441966	0.0024388724	0.021725401	0.120682426	0.85400915
e	0.0051344405	0.015051983	0.028214652	0.7078322	0.24376675
</S>	0.006648509	0.0006936433	0.03426246	0.041919906	0.9164755
