 	non	ha	mangiato	mai	un	rustico	</S>
e	0.91693765	0.06111064	0.0055704494	0.0036787358	0.005581625	0.0037683945	0.0033524563
n	0.5120289	0.35508022	0.037654597	0.0245452	0.023393547	0.02324134	0.024056226
è	0.036450744	0.71817523	0.07187511	0.045817204	0.044126764	0.040214658	0.04334034
c	0.0148163	0.591033	0.3076576	0.03625848	0.020873474	0.009437855	0.019923318
h	0.005208119	0.4836419	0.3071695	0.08568071	0.051778894	0.019117797	0.047403086
i	0.011754743	0.5404778	0.3380071	0.043046393	0.025494026	0.016141819	0.025078064
f	0.01966681	0.04271866	0.646851	0.23966724	0.017917912	0.016441409	0.016736995
a	0.0007944842	0.0191067	0.5539493	0.28778818	0.048734594	0.04308019	0.046546612
m	0.012210716	0.012710544	0.18103975	0.6108499	0.063094094	0.056241143	0.06385389
è	0.000336495	0.0023292594	0.021786887	0.7410912	0.09093277	0.059933983	0.08358945
n	0.0017651166	0.024556816	0.24644388	0.54033697	0.09040234	0.03194096	0.064553924
a	4.1682117e-05	0.006513161	0.077131145	0.8689662	0.02707287	0.005754533	0.014520317
m	0.0027487276	0.0027811883	0.015834691	0.37042895	0.4738502	0.07334102	0.06101523
à	0.00042958252	0.005078948	0.0076306122	0.22346528	0.38031676	0.14966786	0.23341095
i	0.00038770647	0.015976278	0.061985254	0.1960724	0.59291124	0.046454996	0.08621209
è	5.727765e-05	0.0006139442	0.0012147872	0.01302351	0.7456976	0.1390974	0.100295566
n	6.133318e-05	0.0017676923	0.0020740894	0.011559761	0.75548387	0.07759314	0.15146014
a	0.00011218208	0.0003248499	0.0004177493	0.00303768	0.8491036	0.092064954	0.054938897
n	0.0005181449	0.0012922573	0.00096933765	0.0031324236	0.12865598	0.60685676	0.25857505
r	0.0002323176	0.0011520792	0.0003278441	0.00087696314	0.051729523	0.61417633	0.33150494
ù	0.00013468652	0.0037242905	0.0012991881	0.0025683208	0.06500387	0.49616688	0.43110275
s	0.00035269852	0.0006187517	0.0022173983	0.0022308682	0.025538119	0.56126857	0.40777358
t	0.00049717934	0.0009953752	0.0017026777	0.00073138566	0.03191364	0.6748394	0.28932038
i	0.00076548016	0.0005902704	0.0010096416	0.0022164609	0.02460773	0.47290954	0.49790087
k	0.0009039032	0.009517484	0.014732821	0.033617005	0.03755837	0.55258846	0.3510819
o	0.00028035714	0.0027018078	0.0035952902	0.0025493307	0.005702241	0.25976583	0.7254051
</S>	0.00033925247	0.0058279894	0.003290171	0.0024050686	0.046006974	0.19219041	0.7499401
