 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.85094213	0.10730681	0.0075719045	0.0065887435	0.0062549827	0.005618693	0.009343244	0.00637345
t	0.8036793	0.10111401	0.015191816	0.015762389	0.016198719	0.015832743	0.016089028	0.016132006
i	0.6804397	0.07537055	0.03918147	0.042627502	0.049882963	0.02800795	0.04031866	0.04417112
p	0.15912868	0.6890574	0.028579842	0.025801145	0.024468107	0.024207365	0.024356322	0.024401177
à	0.18635745	0.55190533	0.019731954	0.016696515	0.06426551	0.041148137	0.05717132	0.06272378
s	0.04757728	0.6855562	0.093315326	0.050878435	0.038122673	0.020801771	0.030733572	0.033014726
t	0.21373743	0.59728575	0.080996774	0.035312954	0.022980506	0.012148825	0.017933706	0.019604059
a	0.0208849	0.54738706	0.112903066	0.09522603	0.08913306	0.024733426	0.049148668	0.0605838
v	0.002421968	0.023325143	0.5667417	0.28119862	0.035330273	0.030780016	0.030080248	0.030122101
à	0.0037139854	0.005057461	0.12209895	0.22606348	0.17074503	0.15036993	0.16083314	0.16111793
l	0.00878274	0.022770077	0.3924232	0.48130998	0.038372714	0.01338413	0.021131195	0.021825934
e	0.00058277755	0.0036169887	0.4923798	0.4455881	0.026086086	0.0070396923	0.0120888585	0.012617661
à	0.00037499695	0.00020947271	0.16148765	0.58770996	0.17921004	0.037135646	0.01763522	0.016236933
l	8.968275e-05	0.0002396532	0.08687326	0.56246454	0.2719436	0.014739986	0.040161308	0.023487948
a	0.00013713683	0.00041204464	0.039222077	0.4514231	0.3704468	0.035934128	0.06973482	0.032689862
e	0.00033631586	0.00014442814	0.0043434394	0.08053925	0.6564775	0.18390769	0.041887123	0.032364227
t	0.00040461277	0.00042683716	0.0014822191	0.00784543	0.3608342	0.32714716	0.1802017	0.12165787
è	0.00014093849	0.000928801	0.0010543686	0.023080288	0.5272457	0.3275147	0.076932915	0.04310223
l	0.00014848825	0.00283195	0.029828118	0.08747243	0.5249098	0.14845069	0.15472655	0.051631898
i	3.6948506e-05	0.0006610542	0.0016047985	0.024598237	0.7487888	0.12239093	0.06712456	0.034794748
t	0.0003943645	0.00040429045	0.0007861787	0.0009190247	0.053980492	0.43188298	0.405906	0.10572667
à	0.00017729131	0.00053929485	0.00030934502	0.004945387	0.033459067	0.72238135	0.14126311	0.096925154
l	5.330807e-05	0.001769329	0.005202274	0.014735549	0.14417322	0.3932506	0.33811474	0.102700934
a	0.00016143946	0.0025361395	0.0026195513	0.0050107716	0.12530778	0.522414	0.24686487	0.095085435
</S>	0.002135985	0.0032326689	0.0009896297	0.0008521851	0.0027727906	0.07522102	0.6134408	0.30135491
