 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.63970923	0.1742029	0.015172316	0.009404363	0.009004117	0.00917887	0.008971096	0.008980088	0.008955214	0.008947181	0.008944229	0.008909176	0.008945863	0.008946276	0.008945867	0.008947117	0.008945334	0.008952827	0.008956504	0.008952495	0.009032809	0.008996079
m	0.21888159	0.5093978	0.06525865	0.013421931	0.011154182	0.010589671	0.011121366	0.009889329	0.01111386	0.011126925	0.010870331	0.0035142277	0.01113357	0.0111539485	0.010733074	0.011148496	0.011075341	0.0111325355	0.011141855	0.011112643	0.0112386	0.013790101
à	0.17872353	0.42677703	0.06504705	0.02020914	0.017596778	0.008716822	0.020284878	0.0056411605	0.020300899	0.020731887	0.014722125	0.0012781009	0.021020904	0.021623613	0.012589274	0.021459991	0.019222831	0.020999134	0.021232178	0.02042478	0.021453423	0.019944439
n	0.12177376	0.38127527	0.27933007	0.016341439	0.00917515	0.003505891	0.013879953	0.00188156	0.013709687	0.0144830495	0.0059662815	0.0008232687	0.015185884	0.016672853	0.004468675	0.016322732	0.011626528	0.0151014095	0.015831511	0.013771416	0.016252441	0.012621076
a	0.1158904	0.48810503	0.237046	0.011785701	0.0061731064	0.002174627	0.010141537	0.0012333608	0.009992494	0.010706265	0.0038268438	0.00062539283	0.011365797	0.012809315	0.0028287147	0.012462245	0.0081652915	0.011286351	0.011981664	0.0100536235	0.012342351	0.009003767
c	0.039842166	0.12720923	0.53872865	0.13499843	0.013615794	0.008920971	0.00908481	0.008263342	0.008941985	0.0089137815	0.008797623	0.0036474282	0.008910164	0.008918274	0.008686318	0.00891572	0.008875761	0.008907251	0.008912344	0.008894038	0.0089263795	0.009089556
e	0.007385439	0.09127275	0.549012	0.0772397	0.018455675	0.007985373	0.01773046	0.005702006	0.017701196	0.018014638	0.013764762	0.0011880795	0.018196307	0.018606339	0.012080139	0.018479748	0.01692861	0.01818785	0.01830708	0.017808896	0.01851186	0.017441092
o	0.010392909	0.04382099	0.36558366	0.35398024	0.028320147	0.012562019	0.012295982	0.011508663	0.011859849	0.011759529	0.011755571	0.0074592163	0.011734734	0.011735644	0.011601391	0.0117328465	0.011709701	0.011727426	0.011729954	0.011699828	0.011752541	0.013277149
c	0.0012802085	0.012366018	0.16173728	0.546805	0.100502826	0.012998088	0.012606613	0.008754338	0.010840452	0.0104595935	0.010266579	0.0019365391	0.010366911	0.0103857275	0.009601844	0.0103704715	0.010227018	0.010338899	0.010355357	0.010275144	0.010978884	0.016546153
i	0.00058727356	0.012679048	0.10831769	0.3857542	0.10189659	0.0018648767	0.025787259	0.0017234425	0.02658429	0.030162547	0.018228313	0.0017861417	0.030163538	0.03290518	0.014070771	0.031338736	0.023794433	0.031014243	0.029534437	0.02987403	0.032692567	0.029240461
ù	0.0019733647	0.009411883	0.05113437	0.41287103	0.24579565	0.026316648	0.021227838	0.016323444	0.016372649	0.01529471	0.015974436	0.009253327	0.015020595	0.014977253	0.0147671215	0.014962226	0.014922693	0.014949579	0.014951729	0.014800457	0.015093702	0.023605399
r	0.0013451948	0.019228667	0.10255875	0.2624887	0.24521923	0.010876347	0.04078036	0.003297969	0.020990403	0.021036793	0.0051246416	0.0022709472	0.024128728	0.037543625	0.0033914163	0.03342445	0.010351335	0.023254443	0.02877907	0.017020877	0.06737884	0.019509252
i	0.00015379477	0.004534327	0.08968675	0.33629948	0.2692726	0.0016047148	0.019951243	0.00089293806	0.01175795	0.0145735005	0.0065262043	0.005055627	0.017483234	0.052120406	0.0044758413	0.033730924	0.005763859	0.01717494	0.021302145	0.011806395	0.06687964	0.008953426
e	0.00022070526	0.0012444372	0.009498857	0.13705567	0.46534517	0.09456899	0.10567901	0.009874049	0.026989365	0.014196364	0.016270975	0.0011522956	0.0116928	0.011473532	0.006316408	0.011314219	0.010003201	0.011001892	0.011182511	0.010384393	0.015180388	0.019354742
n	3.3263947e-05	4.7851456e-05	0.00017303557	0.012169942	0.16897331	0.28882587	0.23570134	0.06265451	0.060267773	0.017625656	0.044859637	0.00441647	0.010071675	0.008752877	0.007992903	0.008698288	0.0084486855	0.00860004	0.008578695	0.007862597	0.012768933	0.0224766
è	2.6941352e-05	0.00021507662	0.0031218706	0.045395397	0.44199896	0.032989874	0.14382042	0.006863064	0.053645775	0.030397443	0.071491666	0.005645424	0.017619105	0.019451538	0.012931128	0.015265125	0.009020556	0.017705495	0.012114921	0.018497614	0.023966273	0.01781644
e	0.00024742036	0.00067829463	0.0036634933	0.011088052	0.057487894	0.0979819	0.3844577	0.034249097	0.124041595	0.036816202	0.029583173	0.012644408	0.019929055	0.030648338	0.0025444287	0.024387859	0.0055907993	0.014210654	0.019991811	0.011045544	0.060321134	0.018391138
n	2.513894e-05	3.0334224e-05	6.731328e-05	0.0033954047	0.025482234	0.13517323	0.35895556	0.050324753	0.18421173	0.045782752	0.09897177	0.00638254	0.012741538	0.0080001615	0.004341238	0.007622633	0.0063562742	0.0072418493	0.007326533	0.006669551	0.013803111	0.017094238
è	1.7429269e-05	3.434474e-05	0.00038042528	0.005834846	0.083071	0.027756415	0.15245166	0.007413217	0.13167587	0.10623373	0.20594499	0.021404512	0.02759114	0.034774527	0.0069309655	0.018045373	0.005690006	0.024907542	0.011086225	0.027618479	0.07564169	0.025495538
n	0.00013195247	8.895872e-05	0.00023094499	0.0015183294	0.0130179385	0.08061296	0.21768457	0.07337105	0.20054516	0.12859556	0.07176978	0.060717195	0.036050573	0.027611308	0.0028730568	0.015901446	0.0029743141	0.0074487384	0.014449326	0.005376732	0.022731245	0.01629881
