 	deve	che	entra	da	qui	</S>
è	0.9464859	0.028888267	0.007004884	0.004251072	0.00734977	0.006020075
n	0.69751835	0.22478326	0.0038680495	0.019832682	0.026076147	0.027921528
g	0.2404918	0.652903	0.011076219	0.03241762	0.030698795	0.03241259
h	0.49739674	0.16827478	0.020115871	0.098740935	0.09692881	0.11854285
i	0.187482	0.7084807	0.054273486	0.018569034	0.015205104	0.015989633
s	0.0068632886	0.3274578	0.6142659	0.029056152	0.00952454	0.012832303
e	0.002584183	0.41498166	0.42299682	0.073322505	0.042516608	0.04359829
n	0.0065756487	0.15907094	0.64772725	0.123478495	0.021299595	0.04184795
a	0.0006963487	0.028056186	0.06682416	0.6909673	0.14424287	0.06921305
m	0.006670057	0.10530551	0.24156609	0.4199313	0.1327498	0.093777254
b	0.00020368183	0.0021670873	0.0045653973	0.47086748	0.42328018	0.09891622
i	0.012470376	0.06768915	0.0530166	0.05355937	0.16917437	0.6440901
a	0.0053908266	0.101674974	0.3913468	0.17904185	0.19959706	0.122948416
p	0.0003843526	0.008822995	0.035939574	0.091900006	0.709209	0.15374407
ò	8.870149e-05	0.00012567734	0.00031779753	0.009208559	0.63530576	0.35495353
t	0.00087737443	0.0056993845	0.0011369607	0.0650515	0.752879	0.17435576
t	0.0003714268	4.541521e-05	0.00025254962	0.0070392597	0.7265634	0.265728
ù	0.00015596338	0.00044205814	0.0011850109	0.06326883	0.7633973	0.17155078
</S>	0.0018170896	0.00030573382	0.0019455116	0.017911581	0.22683959	0.75118047
