 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.46943852	0.08226509	0.09792223	0.066499315	0.08405555	0.06606625	0.066258885	0.06749421
t	0.6041761	0.14079362	0.06267131	0.055622842	0.008842137	0.03968738	0.04743601	0.04077054
e	0.69914377	0.097847596	0.045949776	0.042547062	0.008621416	0.033960503	0.03733736	0.034592472
l	0.67250293	0.18486139	0.023834016	0.02391252	0.023596454	0.023760412	0.023757268	0.023775082
a	0.6655839	0.13309519	0.035356134	0.035551924	0.025793938	0.034692973	0.035146464	0.034779448
e	0.16549173	0.6595282	0.029157085	0.030056512	0.029010668	0.028924534	0.02885218	0.0289791
M	0.028452158	0.32234102	0.106971055	0.11762295	0.09989107	0.10051858	0.104019664	0.12018351
a	0.056350414	0.06308481	0.08147904	0.17623162	0.08391264	0.18596055	0.16572136	0.18725957
r	0.07305137	0.3423705	0.027610192	0.11865398	0.11115342	0.10710994	0.10579139	0.1142592
ì	0.018613331	0.18766628	0.15265548	0.21049565	0.007875359	0.12931049	0.15618864	0.13719478
a	0.022883305	0.40872535	0.12464616	0.23070754	0.016739273	0.05363678	0.0883714	0.054290187
à	0.0014686844	0.011050047	0.2437039	0.4742308	0.10467547	0.056554094	0.05557928	0.05273767
v	0.0003645343	0.0045593567	0.41938743	0.47204378	0.017528208	0.0168549	0.043802805	0.025458993
v	0.0010599562	0.00643182	0.1088974	0.6461774	0.010710758	0.045506757	0.14094353	0.04027237
r	0.001142022	0.014897749	0.3219362	0.3985108	0.04103238	0.08075547	0.06998774	0.071737565
i	0.00015873443	0.00016236208	0.02437897	0.5663825	0.35862246	0.035256017	0.0068658516	0.008173073
n	0.00020257314	9.241233e-05	0.0039506927	0.08910431	0.7766752	0.09613751	0.0148417875	0.018995503
a	0.0009666567	0.00028419736	0.0038205008	0.09477348	0.56324613	0.18685068	0.085551046	0.06450727
r	0.00051234476	0.00013366516	0.008337248	0.01955733	0.7208406	0.19287117	0.028296363	0.029451335
t	0.0014647678	0.00018732557	0.0051304623	0.02315901	0.19367743	0.5855751	0.11258879	0.078217104
i	0.0026866922	0.00069232937	0.047057554	0.037029944	0.023724744	0.42503646	0.21722293	0.24654941
s	0.0011309276	0.0004323711	0.005812291	0.00942309	0.05280622	0.36979216	0.38348106	0.17712197
e	0.000625737	0.0009371891	0.0033862265	0.003301011	0.010215478	0.5336901	0.19709867	0.25074556
m	0.0038667517	0.0004581344	0.004420621	0.0014636278	0.1275969	0.12444177	0.6147723	0.12297987
è	0.0005748507	0.00391735	0.008584278	0.0019609074	0.0013981401	0.22257842	0.44943342	0.3115527
n	0.009274013	0.0054335496	0.09578765	0.0089862	0.07576406	0.056345344	0.633336	0.11507322
a	0.0010060188	0.0061664195	0.052869614	0.0009893463	0.0035417369	0.24807616	0.5592983	0.12805253
</S>	0.0020375508	0.00046159534	0.00075828144	0.00017943968	0.007267838	0.022966692	0.5839961	0.38233247
