 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.93973875	0.019739581	0.017404445	0.008333074	0.0067048613	0.008079427
c	0.91388726	0.036707666	0.0044527734	0.018313574	0.0091462005	0.017492542
h	0.41682374	0.28832886	0.026676955	0.11291731	0.048655394	0.10659769
e	0.84128743	0.05532419	0.012383743	0.034667026	0.022375276	0.033962496
p	0.34184453	0.48331803	0.056947246	0.0397013	0.038888387	0.039300486
o	0.11350945	0.5260674	0.064585984	0.10648271	0.08425428	0.10510017
l	0.017016726	0.7474443	0.11729147	0.040204324	0.03922699	0.038816154
e	0.0076740608	0.8978165	0.03727123	0.021547846	0.015425741	0.020264747
m	0.010742667	0.39493096	0.4746298	0.04326432	0.039408043	0.037024163
ì	0.0014556977	0.92933756	0.016401436	0.023402043	0.008371275	0.021031901
s	0.0336077	0.4477197	0.3300745	0.08939382	0.037029486	0.062174797
o	0.0031970304	0.8592723	0.1076249	0.016777866	0.004280979	0.008846963
n	0.003146608	0.059059966	0.75153077	0.13156962	0.031150155	0.023542838
t	0.0012536735	0.15446258	0.656872	0.12501882	0.029825777	0.032567166
a	0.0073278104	0.06967311	0.45948523	0.19097424	0.1461073	0.12643223
ò	0.0012391821	0.0044347816	0.2175176	0.65096706	0.0723234	0.053517926
l	0.0018183726	0.013527732	0.15015292	0.7317528	0.06623211	0.03651612
i	0.0072485493	0.04450013	0.086539984	0.78612435	0.03952202	0.036065
t	0.009813682	0.0028913945	0.048282813	0.4853986	0.4170869	0.036526687
i	0.012697286	0.017907673	0.020246077	0.6205406	0.19669184	0.13191651
n	0.008083125	0.001880723	0.0076750624	0.077420175	0.7969793	0.10796155
a	0.019405773	0.018140495	0.003284701	0.4216839	0.2827718	0.2547133
d	0.0020249782	0.0018698121	0.004933838	0.0112611335	0.851385	0.12852521
d	0.028867295	0.022741215	0.0018028539	0.050565645	0.33346352	0.5625595
o	0.0056586806	0.011285244	0.0018694021	0.049163435	0.6497886	0.28223458
m	0.12375696	0.11271026	0.00564688	0.03095826	0.18631229	0.5406154
à	0.0070597394	0.003116298	0.0021804627	0.009990901	0.18640487	0.7912477
d	0.0018452338	0.041199375	0.008583211	0.07362461	0.43439868	0.44034886
a	0.007051145	0.008084752	0.0034963936	0.011579459	0.21048583	0.75930244
</S>	0.0006405568	0.009444633	0.0029726906	0.012116952	0.13561685	0.8392083
