 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.8583149	0.10410984	0.006741	0.0040687313	0.0037584477	0.0038364967	0.0037907083	0.0037917693	0.0037400338	0.0038158675	0.004032295
n	0.51419306	0.3093137	0.028319761	0.020996261	0.01652296	0.016430087	0.019007685	0.019013295	0.018972704	0.018218238	0.019012136
ì	0.037410483	0.22134002	0.042319894	0.11222536	0.042237043	0.041506488	0.10749299	0.10867415	0.10642275	0.076361865	0.10400895
c	0.02874844	0.79933095	0.020131972	0.034190975	0.0024464377	0.002326668	0.033026263	0.03583222	0.023216814	0.003660155	0.017089188
h	0.021014813	0.09619469	0.009247622	0.093527585	0.021469079	0.020058762	0.23236091	0.28870875	0.117160566	0.024838284	0.07541889
e	0.044828277	0.72046	0.03762344	0.049299117	0.0034070632	0.003278441	0.036537632	0.037597917	0.03186799	0.007403919	0.027696328
n	0.032963313	0.13710986	0.55343604	0.17935766	0.01858608	0.011032139	0.013713858	0.013723245	0.013667387	0.0127803255	0.013629998
d	0.0013037797	0.036212523	0.25570443	0.38759595	0.020582287	0.014894026	0.06323265	0.064626925	0.06204745	0.034306806	0.059493184
ì	0.0012967068	0.020300837	0.1767398	0.3487062	0.012949341	0.00996306	0.1319008	0.15205176	0.07854375	0.01331708	0.054230634
s	0.0072957636	0.04836942	0.2470384	0.50000536	0.03557262	0.0075509353	0.04628593	0.06372768	0.02069007	0.0089226635	0.014541095
o	0.0011611735	0.011769228	0.1455142	0.70031637	0.01830775	0.0033732012	0.03765088	0.04532987	0.019770145	0.003893328	0.012913857
n	0.0022871767	0.0073687616	0.2574868	0.42739403	0.2339153	0.012425178	0.012170119	0.0121837435	0.011908986	0.010991175	0.011868827
t	1.2462006e-05	0.00075219834	0.07936393	0.6556069	0.17663455	0.007979519	0.016755473	0.017697433	0.017083582	0.011527479	0.01658644
a	3.0369407e-05	0.0025662892	0.050289895	0.71723914	0.03140021	0.004602426	0.050561912	0.05286067	0.043142185	0.009194008	0.038112905
i	0.00014661605	0.0016452728	0.03988253	0.1588687	0.56183827	0.038874537	0.04134243	0.04033833	0.03906218	0.03158274	0.046418432
k	2.415406e-05	0.0010617373	0.0196901	0.106874734	0.5487275	0.05155817	0.05562553	0.052864816	0.052961387	0.03565931	0.07495258
i	9.0752055e-06	0.0005015895	0.00561813	0.036898542	0.2632417	0.03635645	0.046056718	0.23830636	0.19115965	0.044530924	0.13732088
a	0.0004850301	0.0043379953	0.012134395	0.024953123	0.28963858	0.45446974	0.047928177	0.04910998	0.03575277	0.03832386	0.0428663
t	7.261894e-06	0.00032335919	0.0014718274	0.005771881	0.16547914	0.47444093	0.08653733	0.07967225	0.053342137	0.050943565	0.08201031
è	0.00016434079	0.006319105	0.003355866	0.009061303	0.08770105	0.051455345	0.038193457	0.49438027	0.20126222	0.023043182	0.085063815
r	0.00010790704	0.0027304047	0.003715077	0.032895017	0.018432563	0.24503757	0.265166	0.3078316	0.06375215	0.018636012	0.04169573
a	0.00033475886	0.0018239446	0.0014211859	0.0017859477	0.3114703	0.3401751	0.04728038	0.21115603	0.03458333	0.029114591	0.020854468
i	5.82867e-05	0.0022915492	0.0014535555	0.0022177456	0.01524604	0.2898972	0.30708113	0.30516028	0.035963703	0.024208298	0.016422212
n	7.257007e-06	0.00041778103	0.00068166055	0.00067511277	0.012763433	0.402358	0.13048144	0.21493286	0.047646932	0.10916683	0.08086875
ì	6.0565988e-05	0.0009688996	0.00014444556	0.00021177824	0.007449215	0.064594604	0.09785094	0.5507995	0.17143959	0.03177907	0.074701354
c	3.9827282e-05	0.000104120205	0.00021709558	0.00044523057	0.0024869062	0.041967016	0.4439853	0.46627608	0.025132816	0.012331766	0.0070138187
h	0.00014963772	0.0007885843	0.0020314273	0.0008894892	0.0106437355	0.16684647	0.017089467	0.6756096	0.056228008	0.031147152	0.03857642
a	8.20561e-06	0.00013975163	7.014914e-05	0.00059256115	0.0031071322	0.091735266	0.2384699	0.5851468	0.0617293	0.005675768	0.013325278
p	1.50043725e-05	0.000717865	0.0008339257	0.0007271337	0.0012031599	0.04700847	0.090858355	0.41429865	0.2413627	0.11486899	0.08810569
à	3.4817145e-05	0.0002825926	9.922332e-05	0.00038989057	0.00033061652	0.0066180215	0.026251478	0.64358	0.2117488	0.013704023	0.09696047
r	3.084696e-05	0.000117550924	0.00015321934	0.00017879269	0.0023407296	0.0175409	0.38947234	0.43562344	0.11172196	0.032939926	0.009880271
o	0.00043896868	0.0012962866	0.00046738202	0.00016551328	0.0053751394	0.1252353	0.08807616	0.54979885	0.14118756	0.054254506	0.033704277
n	1.324385e-05	0.0005721313	0.00036962287	0.00029006845	0.00028661755	0.008934629	0.06807513	0.2604745	0.16071267	0.32424873	0.17602272
t	7.436224e-05	0.0007326544	9.458178e-05	8.4615596e-05	0.00010905999	0.007990735	0.020927316	0.4782004	0.3499861	0.05209073	0.08970944
a	0.00028334907	0.0026486353	0.00070132373	0.00435959	0.00065878994	0.0045689484	0.18760686	0.28892854	0.23603891	0.15280963	0.12139542
s	6.8204263e-06	0.00018009439	0.00047958302	0.00094438426	0.00017948853	0.0030145945	0.058803674	0.17299987	0.3844235	0.30934158	0.069626406
t	7.274237e-05	0.0011726713	6.79109e-05	0.0001317071	4.6150148e-05	0.000730649	0.015610519	0.4488748	0.43432713	0.027635766	0.07132998
i	0.00018991601	0.0024555102	0.00039574574	0.0012219821	0.00039796223	0.0024449318	0.061452873	0.1473125	0.41545174	0.14757031	0.22110645
n	4.0103274e-05	0.00031988445	0.00010420078	0.0013281566	0.00020901879	0.0013331145	0.039855674	0.10057972	0.4640028	0.28050607	0.11172123
a	0.0005482389	0.0020974416	0.0004726074	0.00094106386	0.00028617439	0.0011216233	0.011714762	0.34834123	0.4970908	0.059352428	0.07803366
g	1.012998e-05	0.0001174206	0.00031051956	0.00030310082	0.000121034755	0.0010541065	0.00096921716	0.0045825494	0.06225963	0.6615021	0.2687702
l	0.0030979458	0.0109811695	0.0011375527	0.001574469	0.00054678915	0.0021337334	0.007213334	0.16638142	0.3157263	0.13294943	0.3582578
i	0.00020019255	0.0006937342	3.260786e-05	0.00015507886	0.0004694748	0.0009578893	0.014964845	0.037850447	0.500855	0.20733544	0.2364852
s	0.00077615614	0.005730089	0.0004170798	0.0016049463	0.0002658103	0.00042856342	0.0039977776	0.022135798	0.19614051	0.24194078	0.5265625
ì	0.0019042509	0.003703875	0.002610963	0.0015586686	0.00026999653	0.0023996246	0.0044508534	0.06342766	0.07981897	0.093218125	0.74663705
a	0.00014057106	0.00019913873	0.00012693762	0.00017257917	0.00027333086	0.0010689005	0.004606164	0.031907063	0.06341998	0.37589183	0.5221935
</S>	0.00036774974	0.002302892	0.00033231705	0.00062122074	3.5776222e-05	4.7599315e-05	0.0037850393	0.0115188705	0.15676504	0.09977248	0.724451
