 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.9263928	0.040201098	0.0052748513	0.008662615	0.0035413238	0.003870335	0.0072283554	0.0048286677
v	0.5546231	0.24049132	0.055543177	0.029721785	0.029610584	0.030193454	0.02938919	0.030427314
ò	0.054648053	0.473175	0.13239342	0.035338115	0.07961581	0.08001275	0.07469223	0.070124686
s	0.10237485	0.6195874	0.1758264	0.03354336	0.025828179	0.021213766	0.01223269	0.009393249
t	0.008833897	0.69609606	0.22501297	0.016411994	0.016964225	0.015293674	0.011598923	0.009788193
i	0.004262486	0.62253326	0.15152155	0.07185135	0.062113885	0.047002066	0.023514831	0.017200602
z	0.02486338	0.28134468	0.5859141	0.03770076	0.019611547	0.017228482	0.01653594	0.016801156
o	0.0008191438	0.17959394	0.6500188	0.007344655	0.04559784	0.045329265	0.03936597	0.031930394
ì	0.03540507	0.15602136	0.38113177	0.27365205	0.06520425	0.030446336	0.028890878	0.02924835
m	0.0005005489	0.06780982	0.18344808	0.57524496	0.13945213	0.017172012	0.010645437	0.0057269987
m	0.0030278997	0.011616026	0.096822366	0.4761223	0.1183753	0.06183127	0.19623476	0.03597017
u	0.001985653	0.10711197	0.3990686	0.054008316	0.13082649	0.103400454	0.15119852	0.052400026
ì	0.011850928	0.013305433	0.07673	0.07285278	0.698527	0.06346128	0.03133458	0.031938005
m	0.00042844476	0.006743353	0.022635669	0.10723255	0.7110279	0.13366033	0.011405587	0.0068661473
e	0.0004940752	0.0002949515	0.00399022	0.039141487	0.5140255	0.10026201	0.31800532	0.023786394
p	0.0016421737	0.0027847867	0.013386087	0.040468123	0.33541942	0.54168075	0.033862043	0.030756649
à	3.4881756e-05	0.00030044955	0.0032649233	0.0039732936	0.14804028	0.48867086	0.27086937	0.08484587
n	9.782502e-05	0.002713441	0.01141073	0.051295694	0.18390639	0.6681236	0.07062563	0.011826657
t	3.9683215e-05	0.0013087826	0.0041711084	0.0015243208	0.1378252	0.71042085	0.12006425	0.024645843
a	3.095907e-05	0.00045865943	0.0014912762	0.0039135655	0.025387334	0.78681666	0.15272671	0.029174864
p	0.00089963357	0.0026482646	0.0051854555	0.012298518	0.028785534	0.5078487	0.1756612	0.26667264
o	2.1724392e-05	0.00024024786	0.00081015757	0.0060497746	0.009656147	0.12420489	0.70524853	0.15376855
l	0.000105679355	0.0008222581	0.0012408637	0.002488051	0.0053124484	0.15626268	0.47063258	0.3631354
e	4.1330488e-05	3.0145951e-05	1.0599464e-05	0.002821781	0.00013187216	0.012122258	0.9180158	0.06682618
m	9.407136e-05	0.0011148645	0.00089074747	0.001586429	0.0018313234	0.010058672	0.32800794	0.65641594
i	0.0002091125	0.00028097798	0.00020924734	0.0323001	0.0041440385	0.034052342	0.6235815	0.3052227
m	0.00026106345	0.0030615076	0.0020068504	0.0024874255	0.005159903	0.027494056	0.22061536	0.7389138
m	0.0007918513	0.0009089211	0.00079700124	0.04593783	0.009522027	0.038419846	0.278026	0.62559646
è	0.00020350037	0.000886271	0.0019304143	0.0054187747	0.0050596423	0.034505546	0.55811566	0.39388022
n	0.0007751756	0.0011141051	0.0003311983	0.012003405	0.0010496561	0.04318175	0.6213129	0.3202318
a	0.0029075863	0.0014399699	0.000624365	0.19430366	0.011587964	0.04146972	0.39116898	0.3564978
</S>	7.970303e-05	0.0002451255	0.00042475134	0.00033851262	0.0002891302	0.007725507	0.17060132	0.82029593
