 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.8209345	0.043032363	0.03216904	0.026806647	0.021909138	0.02949513	0.02565323
i	0.8269523	0.0106863305	0.031997543	0.032472953	0.032380387	0.03281185	0.03269865
ù	0.14317559	0.42257747	0.09476737	0.08621341	0.08570959	0.08195672	0.0855999
m	0.013346313	0.78245413	0.047847398	0.029292809	0.02845527	0.0690528	0.029551288
è	0.09825506	0.24369434	0.105856344	0.09977062	0.069721505	0.2616455	0.1210566
s	0.007264853	0.82356167	0.073699355	0.023580112	0.020682516	0.028898753	0.022312691
a	0.02168109	0.637538	0.15942982	0.042925768	0.03519291	0.062269554	0.040962886
è	0.003689332	0.05681683	0.82693493	0.051143147	0.023756886	0.01742354	0.020235345
n	0.00014386256	0.010068011	0.81207436	0.059144083	0.044326738	0.039206687	0.035036247
a	0.00021349675	0.008860629	0.71606916	0.098118365	0.07022511	0.06846874	0.038044427
v	0.0005183722	0.00043828393	0.34353954	0.5778671	0.057561718	0.006768148	0.013306785
à	0.0008831749	0.0013290009	0.051978912	0.42344132	0.37824786	0.017848367	0.12627134
l	0.00030449434	0.0011807512	0.26503074	0.33091867	0.30512357	0.069042064	0.028399764
i	4.6146222e-05	0.0009230331	0.04893655	0.44669464	0.4220166	0.03943901	0.04194407
è	0.00024148279	0.0002156581	0.0041674282	0.24415438	0.66917	0.040823177	0.041227806
n	6.379405e-05	0.0011361602	0.006028163	0.2838653	0.5519941	0.033789214	0.12312327
a	6.801076e-05	0.0011436865	0.0017067114	0.055647414	0.8717852	0.01602789	0.05362095
t	0.00049476896	0.0005365534	0.00094729254	0.019739445	0.685533	0.02826181	0.2644871
a	0.001598256	0.0034385773	0.0045864093	0.017731164	0.8338859	0.028117573	0.110642135
p	0.0027718798	0.0031898906	0.0035428104	0.027675256	0.24355507	0.03440803	0.68485713
p	0.0005699582	0.012422519	0.002268745	0.012390726	0.124141715	0.108227246	0.739979
è	0.0241667	0.03681333	0.023250477	0.13305105	0.30899447	0.031402502	0.4423215
t	0.0009824868	0.027650822	0.005222411	0.01459087	0.025237449	0.015923338	0.91039264
o	0.00038003945	0.014448038	0.0025721465	0.002305534	0.0792458	0.5789577	0.32209083
</S>	0.00055103016	0.003555317	0.0012855155	0.004911091	0.0072657196	0.00704172	0.9753896
