 	non	mi	aspetti	non	vengo	</S>
m	0.834393	0.14184521	0.0035760098	0.0048191934	0.011111387	0.0042551016
ì	0.07868285	0.017370313	0.18274911	0.1599485	0.2822015	0.27904776
m	0.19448678	0.4585731	0.10817012	0.035101466	0.11364703	0.09002146
e	0.032952588	0.13428725	0.2452354	0.0137413265	0.4503839	0.12339961
m	0.11306692	0.77530646	0.027700871	0.03545298	0.024754288	0.023718419
ì	0.008852725	0.02585777	0.114027224	0.01571893	0.49610132	0.339442
n	0.05010062	0.077376515	0.36604324	0.15304774	0.22740817	0.1260236
i	0.005469869	0.013212917	0.35578406	0.1890115	0.2851987	0.15132299
e	0.005079721	0.01453432	0.16620988	0.70804113	0.07849312	0.027641857
n	0.00013411084	0.00012641007	0.10663448	0.7353162	0.06470596	0.09308279
è	0.0004055712	0.0022058317	0.04554483	0.09215807	0.8211569	0.03852884
r	2.3976261e-05	5.4432632e-05	0.02805923	0.010451888	0.9471689	0.01424163
k	0.00054530107	0.0032438324	0.16211386	0.011624484	0.7904649	0.03200767
o	0.00012788388	0.00067883264	0.073690295	0.02497147	0.8092796	0.091251925
m	0.0008323374	0.00053999823	0.010713941	0.020282729	0.04015832	0.92747265
e	0.00048334242	0.0004349184	0.12002845	0.0031177737	0.2876828	0.58825266
</S>	0.001336181	0.0035711078	0.018679919	0.032142196	0.0728498	0.8714208
